run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
1,1,complete,120,59,60,4.348,1775.255,7.415,3,1,0.645,2,1,0,0,0.014634,0.99719,-11.36734,0.014634,1.4346,0.65559,0.032049,35.721000000000004,6.194999999999993,0.726879,1.4329999999999927,,0,1,88,176,88,91,83
1,2,complete,135,74,60,4.144,971.803,3.723,6,0,11.365,1,1,0.11204,-0.02593,0.003632,-0.07516,-0.32267,-0.020041,0.3523,0.15288,0.01053,1.2249999999999943,0.3730000000000473,0.03272900000000001,0.05700000000001637,132,1,0,83,166,83,90,76
1,3,complete,121,60,60,6.218,2680.781,8.535,8,7,15.812,2,1,-0.15973,3.25951,0,-0.15973,-7.74984,-0.260655,0.31873,3.25951,0.014532,0.8669999999999902,0.9230000000000018,0.062387,0.4119999999999777,,0,1,89,178,89,93,68
1,4,complete,142,81,60,2.636,378.793,10.821,9,0,-29.776,1,1,1.60344,2.93224,0.102139,0.72582,-1.06134,0.169763,1.60344,3.15547,0.103788,5.992000000000019,4.263000000000034,0.29159099999999993,0,,0,1,54,108,54,54,62
1,5,complete,135,74,60,4.202,918.333,0.519,9,0,10.123,1,1,-1.20331,1.11191,-0.1116,-0.50482,-1.24221,-0.00788,1.62542,1.11191,0.1116,4.224999999999994,1.2649999999999864,0.13383199999999995,0,,0,1,84,168,84,91,85
1,6,complete,137,76,60,4.956,1754.612,4.805,35,0,-32.983,1,1,0.32329,2.6666,0.080117,0.06634,0.04111,0.011817,1.43719,2.6666,0.080117,5.144999999999982,8.170000000000016,0.283358,0,,0,1,63,126,63,66,67
1,7,complete,120,59,60,4.74,1831.832,2.853,4,4,-13.103,4,2,0,2.72169,0,0.3718,-8.19225,0.232901,0.92425,2.962,0.210123,12.839999999999975,3.358000000000004,0.607452,0,,0,1,102,204,102,107,84
1,8,complete,122,61,60,5.508,2566.696,2.475,5,26.075,1.549,14,9,-0.03925,-0.43106,0.033302,-0.14205,-6.904,-0.214226,0.6104,0.43106,0.033302,2.3360000000000127,1.4039999999999964,0.10697499999999999,1.4039999999999964,,0,1,68,136,68,69,57
1,9,complete,120,59,60,5.038,2670.843,2.201,5,3,-32.175,2,1,0.07528,7.12253,0,0.07528,-3.8051,0.230411,1.11754,7.29589,0.291818,15.421999999999997,15.096000000000004,2.430613,3.3969999999999914,,0,1,78,156,78,82,79
1,10,complete,125,64,60,6.51,5147.624,3.157,50,0,-8.303,1,1,-0.98763,-0.35228,-0.041691,-0.42783,0.20225,0.023394,1.13576,0.68295,0.041691,20.736999999999995,7.324000000000012,0.5745819999999999,2.8430000000000177,,0,1,97,194,97,102,84
1,11,complete,121,60,60,7.92,8547.864,7.191,25,16,1.039,2,1,-0.09663,0,-0.003526,-0.09663,-11.04562,-0.003526,0.09663,0.01699,0.003526,0.2779999999999916,0.03499999999996817,0.005237,0.03299999999995862,,0,1,78,156,78,80,67
1,12,complete,121,60,60,3.718,2601.283,4.837,6,0,-17.164,1,1,0,3.14027,0,0.46606,-7.92975,0.181923,1.06681,3.14027,0.038429,13.561999999999983,6.339999999999975,0.57187,0,,0,1,65,130,65,66,71
1,13,complete,122,61,60,4.536,3981.248,4.575,14,14,3.891,6,3,0,0.02192,0,-0.58841,-11.09481,-0.024894,0.58786,0.3918,0.025492,5.48599999999999,0.7819999999999823,0.222491,0.6730000000000018,,0,1,57,114,57,60,65
1,14,complete,121,60,60,7.566,7101.376,6.276,25,22.002,-4.669,3,2,0.25669,0,0.007806,0.25669,-11.07633,0.007806,0.25669,0.04587,0.007806,2.2290000000000134,0.6800000000000068,0.059806,0.6800000000000068,120,1,0,71,142,71,80,78
1,15,complete,121,60,60,5.814,3593.304,4.465,13,0,12.578,1,1,0,2.32267,0,-0.62892,-8.68664,-0.183135,1.98469,2.32267,0.06704,66.059,10.333000000000027,2.3176370000000004,0,,0,1,55,110,55,55,49
1,16,complete,124,63,60,3.306,3597.108,6.323,12,0,12.953,1,1,-1.50071,0.8549,-0.066003,0.30084,0.09633,-0.005951,1.50071,0.87023,0.066003,3.2319999999999993,3.069000000000017,0.143418,2.291999999999973,,0,1,49,98,49,49,48
