run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,1,1,238,480,243,10962;10961;10959;10999,195.000,225.355,30.355,472.652,475.861,3.208,0.000000,0.608788,0.608788,0.104820,-0.010712,-0.115532,0.002634,0.050243,0.047609,0.008674,-0.004672,-0.013346,,,,0.564,33.120,17.656,0.155558,427,33.120,1.384,-0.702369,0.155558,0.011599,427,0.155558,3.405862,7
3,2,1,239,240,2,11055;11067,195.000,195.196,0.196,476.913,476.364,-0.549,0.000000,-0.023720,-0.023720,0.820315,1.477929,0.657614,-0.338833,-0.355309,-0.016477,-0.099192,-0.223982,-0.124789,,,,3.023,6.000,0.594,0.820315,239,6.000,0.594,-11.327811,-0.820315,0.124789,240,0.820315,1.477929,2
3,2,2,284,290,7,11077;11091,210.202,211.452,1.250,487.014,484.544,-2.469,-2.297940,-2.433250,-0.135310,1.253991,0.106511,-1.147480,0.001151,-0.898062,-0.899213,-0.132880,-0.052403,0.080476,,,,0.651,2.241,17.028,0.317814,289,0.662,13.588,0.074840,0.317814,0.057588,284,0.317814,1.150280,7
3,2,3,297,298,2,11077,211.638,211.635,-0.002,483.479,483.402,-0.077,-2.524607,-2.532472,-0.007865,-0.009579,-0.127987,-0.118408,-0.388380,-0.320315,0.068065,-0.032890,-0.013770,0.019120,,,,0.572,0.579,9.677,0.118408,298,0.572,9.385,0.068065,0.118408,0.019120,298,0.118408,0.232076,1
3,2,4,302,480,179,11077;11078;11084,211.510,233.725,22.215,483.275,491.936,8.660,-2.545978,-1.934044,0.611934,-0.165445,-0.191014,-0.025568,-0.078098,0.095515,0.173613,-0.005827,-0.012199,-0.006373,,,,0.551,40.716,26.303,0.188921,417,40.716,6.745,-1.400714,0.188921,0.049887,417,0.188921,3.252076,3
3,3,1,244,484,241,11142;11140;11149,195.000,196.009,1.009,487.723,488.218,0.495,0.000000,-0.038778,-0.038778,-0.101645,0.000000,0.101645,3.288789,0.000000,-3.288789,-0.231267,-0.000000,0.231267,,,,6.035,60.131,35.423,0.120075,261,59.071,9.007,-0.062297,0.120075,0.231267,244,0.120075,1.151633,6
3,4,1,241,242,2,11228;11236;11237,195.000,195.349,0.349,477.030,475.873,-1.157,0.000000,-0.046278,-0.046278,1.373623,1.193891,-0.179732,-1.486426,-1.409908,0.076519,-0.182177,-0.126796,0.055381,,,,5.041,10.000,3.444,1.373623,241,10.000,3.444,-12.481907,-1.373623,0.182177,241,1.373623,1.553355,2
3,4,2,318,341,24,11241;11243;11246;11255,215.063,223.757,8.695,495.435,506.374,10.939,-2.139950,-1.705604,0.434346,1.042521,1.369472,0.326951,2.239139,2.661529,0.422390,0.049798,0.093458,0.043660,,,,1.734,5.829,29.320,0.219265,320,3.088,21.931,-0.216113,-0.219265,0.145437,318,0.219265,1.043571,4
3,4,3,345,345,1,11255;11274;11275;11276;11277;11278,225.120,225.120,0.000,509.151,509.151,0.000,-1.612561,-1.612561,0.000000,1.803875,1.803875,0.000000,1.149191,1.149191,0.000000,0.150889,0.150889,0.000000,,,,24.021,24.021,19.530,0.450058,345,24.021,19.530,-1.693602,-0.450058,0.058500,345,0.450058,0.450058,1
3,4,4,347,560,214,11252;11260;11261;11264;11235;11240;11274;11275;11276;11277;11278,225.982,226.882,0.901,509.101,509.576,0.475,-1.540524,-1.568362,-0.027838,1.538011,-0.000000,-1.538011,-0.268475,0.000000,0.268475,0.049860,-0.000000,-0.049860,,,,0.993,32.000,40.445,0.517871,348,5.995,15.498,-0.383451,0.517871,0.100486,347,0.517871,3.457405,15
3,5,1,239,240,2,11283;11296,195.000,194.933,-0.067,480.886,480.790,-0.096,0.000000,-0.065238,-0.065238,-0.263885,-0.388298,-0.124414,1.041010,1.107861,0.066851,-0.256818,-0.237958,0.018859,,,,5.055,9.000,9.975,0.263885,239,9.000,8.374,-9.985226,0.263885,0.256818,239,0.263885,0.388298,2
3,5,2,251,251,1,11281,193.891,193.891,0.000,484.874,484.874,0.000,-0.703944,-0.703944,0.000000,-0.552382,-0.552382,0.000000,0.356470,0.356470,0.000000,-0.209722,-0.209722,0.000000,,,,2.934,2.934,2.490,0.178345,251,2.934,2.490,-1.390859,0.178345,0.019497,251,0.178345,0.178345,1
3,5,3,281,480,200,11328;11333;11338;11348;11312;11319;11363;11364,189.995,194.305,4.310,494.775,499.137,4.362,-2.183057,-1.988985,0.194071,-0.304971,0.000000,0.304971,0.375213,-0.000000,-0.375213,-0.096111,-0.000000,0.096111,,,,0.000,40.309,26.227,0.190650,281,3.604,24.432,-1.847519,-0.190650,0.092060,281,0.190650,3.191634,10
