run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
3,1,1,1,238,START,10962,1.000,0.787,0.000000,0.104820,0.104820,10.936117,0.002634,-10.933483,0.000000,0.008674,0.008674,,,,-10.933483,-0.104820,195.000,0.000000,0.000,0.000000,2,2
3,1,1,2,396,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,10961;10962,7.585,12.388,0.938784,0.950703,0.011918,0.313608,0.176342,-0.137266,0.019249,0.021944,0.002696,,,,-0.137266,-0.011918,210.085,0.314321,15.085,0.314321,2,4
3,1,1,3,400,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,10961,1.273,10.180,0.983638,0.986126,0.002488,0.183901,0.213965,0.030064,0.021456,0.021643,0.000188,,,,0.030064,-0.002488,211.073,0.335467,16.073,0.335467,1,2
3,1,1,4,427,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,10959;10961,33.120,1.384,1.258362,1.102804,-0.155558,0.479279,-0.223090,-0.702369,0.026743,0.015144,-0.011599,,,,-0.702369,0.155558,218.495,0.496451,23.495,0.496451,2,4
3,1,1,5,428,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,10959,1.357,14.342,1.102804,1.031394,-0.071410,-0.223090,-0.253181,-0.030091,0.015144,0.018833,0.003688,,,,-0.030091,0.071410,218.759,0.500072,23.759,0.500072,1,2
3,1,1,6,449,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,10959;10999,8.596,14.321,0.634600,0.556310,-0.078290,-0.146730,-0.264008,-0.117278,0.013264,0.013385,0.000121,,,,-0.117278,0.078290,223.072,0.583325,28.072,0.583325,2,4
3,1,1,7,454,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,10999,0.564,17.656,0.505298,0.490911,-0.014387,-0.182680,-0.162684,0.019995,0.009591,0.008734,-0.000857,,,,0.019995,0.014387,223.713,0.598801,28.713,0.598801,1,2
3,2,1,1,239,START,11055;11067,6.000,0.594,0.000000,0.820315,0.820315,10.988978,-0.338833,-11.327811,0.000000,-0.099192,-0.099192,,,,-11.327811,-0.820315,195.000,0.000000,0.000,0.000000,4,4
3,2,1,2,240,PART_CHANGE+WIDTH_CHANGE+RESPONSE,11055,3.023,0.047,0.820315,1.477929,0.657614,-0.338833,-0.355309,-0.016477,-0.099192,-0.223982,-0.124789,,,,-0.016477,-0.657614,195.196,-0.023720,0.196,-0.023720,2,2
3,2,2,1,284,START,11077;11091,2.241,17.028,1.256790,1.253991,-0.002799,2.468727,0.001151,-2.467575,-0.190468,-0.132880,0.057588,,,,-2.467575,0.002799,210.202,-2.297940,0.000,0.000000,3,4
3,2,2,2,285,RESPONSE,11077;11091,2.177,15.960,1.253991,1.102350,-0.151641,0.001151,-0.961348,-0.962499,-0.132880,-0.104330,0.028549,,,,-0.962499,0.151641,210.502,-2.329716,0.300,-0.031776,3,4
3,2,2,3,286,PART_CHANGE+WIDTH_CHANGE,11077,0.708,15.818,1.102350,1.023206,-0.079144,-0.961348,-1.189095,-0.227747,-0.104330,-0.094658,0.009672,,,,-0.227747,0.079144,210.766,-2.354665,0.563,-0.056725,1,2
3,2,2,4,287,RESPONSE,11077,0.692,15.023,1.023206,0.863997,-0.159209,-1.189095,-1.118147,0.070947,-0.094658,-0.087458,0.007200,,,,0.070947,0.159209,211.011,-2.377301,0.808,-0.079362,1,2
3,2,2,5,288,RESPONSE,11077,0.677,14.281,0.863997,0.620982,-0.243014,-1.118147,-1.047455,0.070692,-0.087458,-0.076319,0.011139,,,,0.070692,0.243014,211.217,-2.398216,1.015,-0.100276,1,2
3,2,2,6,289,RESPONSE,11077,0.662,13.588,0.620982,0.303168,-0.317814,-1.047455,-0.972616,0.074840,-0.076319,-0.061597,0.014722,,,,0.074840,0.317814,211.375,-2.417603,1.173,-0.119663,1,2
3,2,2,7,290,RESPONSE,11077,0.651,13.025,0.303168,0.106511,-0.196658,-0.972616,-0.898062,0.074554,-0.061597,-0.052403,0.009194,,,,0.074554,0.196658,211.452,-2.433250,1.250,-0.135310,1,2
3,2,3,1,297,START,11077,0.579,9.677,0.104089,-0.009579,-0.113668,-0.456691,-0.388380,0.068311,-0.051212,-0.032890,0.018323,,,,0.068311,0.113668,211.638,-2.524607,0.000,0.000000,1,2
3,2,4,1,302,START,11077,0.561,8.881,-0.126581,-0.165445,-0.038865,-0.113379,-0.078098,0.035281,-0.013619,-0.005827,0.007792,,,,0.035281,0.038865,211.510,-2.545978,0.000,0.000000,1,2
3,2,4,2,417,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,11077;11078;11084,40.716,6.745,1.380447,1.191526,-0.188921,1.386709,-0.014005,-1.400714,0.052501,0.002614,-0.049887,,,,-1.400714,0.188921,228.611,-2.011835,17.101,0.534143,4,6
3,2,4,3,418,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,11084,0.905,12.239,1.191526,1.035371,-0.156155,-0.014005,-0.123863,-0.109858,0.002614,0.012035,0.009421,,,,-0.109858,0.156155,228.896,-2.011210,17.386,0.534768,1,2
3,3,1,1,244,START,11142,7.000,15.812,0.000000,-0.101645,-0.101645,11.095184,3.288789,-7.806395,0.000000,-0.231267,-0.231267,,,,-7.806395,0.101645,195.000,0.000000,0.000,0.000000,2,2
3,3,1,2,245,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,11140;11142;11149,60.131,8.832,-0.101645,-0.020007,0.081638,3.288789,-0.004842,-3.293631,0.000000,-0.000152,-0.000152,,,,-3.293631,-0.081638,194.974,-0.058747,-0.026,-0.058747,4,6
3,3,1,3,246,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,11140,6.048,34.815,-0.020007,0.015937,0.035944,-0.004842,0.022411,0.027253,-0.000152,0.000554,0.000706,,,,0.027253,-0.035944,194.969,-0.058786,-0.031,-0.058786,2,2
3,3,1,4,260,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,11140;11142,59.071,9.000,0.387017,0.307394,-0.079623,0.451989,-0.014958,-0.466947,0.011772,0.000836,-0.010936,,,,-0.466947,0.079623,195.687,-0.037136,0.687,-0.037136,2,4
3,3,1,5,262,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,11142,7.031,16.965,0.187318,0.149042,-0.038276,-0.077255,-0.065202,0.012053,0.005695,0.006687,0.000992,,,,0.012053,0.038276,195.813,-0.035477,0.813,-0.035477,1,2
3,3,1,6,279,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,11140;11142,59.072,8.947,-0.082067,-0.062870,0.019198,0.079239,-0.000956,-0.080195,-0.005847,0.000125,0.005973,,,,-0.080195,-0.019198,196.024,-0.038805,1.024,-0.038805,2,4
3,4,1,1,241,START,11228;11236;11237,10.000,3.444,0.000000,1.373623,1.373623,10.995480,-1.486426,-12.481907,0.000000,-0.182177,-0.182177,,,,-12.481907,-1.373623,195.000,0.000000,0.000,0.000000,6,6
3,4,1,2,242,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,11228,5.041,0.117,1.373623,1.193891,-0.179732,-1.486426,-1.409908,0.076519,-0.182177,-0.126796,0.055381,,,,0.076519,0.179732,195.349,-0.046278,0.349,-0.046278,2,2
3,4,2,1,318,START,11241;11243;11246;11255,5.829,22.560,0.900516,1.042521,0.142005,3.487105,2.239139,-1.247967,-0.095639,0.049798,0.145437,,,,-1.247967,-0.142005,215.063,-2.139950,0.000,0.000000,5,8
