run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,solver_delta_angular_velocity,correction_delta_angular_velocity,total_delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,26,1,242,243,2,12876;12891,195.000,195.040,0.040,484.057,484.751,0.694,0.000000,0.081108,0.081108,0.166637,0.251507,0.084870,3.783615,3.836660,0.053046,0.339171,0.327199,-0.011972,,,,4.068,11.000,17.950,0.166637,242,11.000,16.504,-7.279690,-0.166637,0.339171,242,0.166637,0.251507,2
3,26,2,247,248,2,12867;12872;12875,195.290,195.480,0.190,487.893,487.525,-0.368,0.406856,0.461005,0.054149,0.748962,1.262342,0.513380,-1.377987,-1.301883,0.076104,0.213164,0.152400,-0.060764,,,,3.577,4.861,4.541,0.513380,248,3.577,2.110,0.076104,-0.513380,0.110368,247,0.513380,1.013654,2
3,26,3,295,488,194,12897;12900;12903;12905;12909;12910;12922;12881;12939,209.062,197.209,-11.854,491.370,501.896,10.526,2.100695,1.673169,-0.427526,0.369752,0.000000,-0.369752,-0.263124,-0.000000,0.263124,0.012996,0.000000,-0.012996,,,,0.853,43.186,27.221,0.691918,295,11.008,20.313,-2.112051,0.691918,0.115177,295,0.691918,4.054235,12
3,27,1,239,480,242,12947;12948,195.000,180.833,-14.167,480.812,486.928,6.116,0.000000,-0.356769,-0.356769,-0.131956,0.000000,0.131956,1.764132,0.000000,-1.764132,-0.072799,0.000000,0.072799,,,,1.000,47.168,23.913,0.831849,241,1.036,12.251,-0.246700,0.831849,0.072799,239,0.831849,4.739065,10
3,28,1,239,240,2,13015;13019,195.000,195.058,0.058,481.461,481.578,0.117,0.000000,0.059024,0.059024,0.227379,0.327780,0.100401,3.047357,2.754972,-0.292386,0.232355,0.231948,-0.000406,,,,2.056,3.000,12.589,0.227379,239,3.000,9.773,-7.985639,-0.227379,0.232355,239,0.227379,0.327780,2
3,28,2,243,244,2,13014;13022,195.307,195.505,0.198,483.049,482.504,-0.546,0.235110,0.244194,0.009083,0.779234,0.885963,0.106729,-0.602856,-0.529717,0.073139,0.035758,0.021915,-0.013843,,,,2.182,4.123,8.845,0.453957,243,4.123,8.448,-3.478188,-0.453957,0.194419,243,0.453957,0.560686,2
3,28,3,262,480,219,13014;13032;13033;13104,199.352,237.884,38.531,481.727,497.899,16.173,0.339373,1.440536,1.101163,0.740084,0.000002,-0.740083,-0.065556,0.000000,0.065556,0.014330,0.000000,-0.014330,,,,0.992,64.743,31.760,0.233581,263,2.220,5.078,-0.250693,0.233581,0.064393,434,0.233581,4.455270,7
3,29,1,238,240,3,13112,195.000,194.865,-0.135,482.000,482.614,0.613,0.000000,-0.066931,-0.066931,-0.130104,-0.678224,-0.548120,1.752996,1.059936,-0.693059,-0.138654,-0.112695,0.025960,,,,2.000,2.062,11.415,0.278291,240,2.062,11.415,-0.129019,0.278291,0.138654,238,0.278291,0.678224,3
3,29,2,250,480,231,13109;13148;13177;13179;13115;13125;13132;13182;13187;13140,193.211,140.476,-52.735,486.098,493.896,7.798,-0.341840,-2.182574,-1.840734,-0.780653,-0.212557,0.568096,1.348254,0.053738,-1.294515,-0.108227,-0.005937,0.102291,,,,0.622,37.439,25.260,0.475265,293,25.895,1.186,-1.464764,-0.475265,0.029127,412,0.475265,6.121106,24
3,30,1,238,239,2,13199,195.000,194.973,-0.027,478.291,478.647,0.356,0.000000,-0.054242,-0.054242,-0.112152,-0.241721,-0.129569,1.478285,1.539630,0.061345,-0.226827,-0.208727,0.018100,,,,5.000,5.047,10.165,0.129569,239,5.047,10.165,0.061345,0.129569,0.226827,238,0.129569,0.241721,2
3,30,2,273,516,244,13246;13247;13248;13228;13218;13224;13244;13245;13236;13241;13243,193.044,196.535,3.491,500.643,502.312,1.670,-1.720308,-1.563185,0.157124,-0.397891,-0.081092,0.316799,-0.326998,0.042313,0.369312,-0.078747,-0.004239,0.074508,,,,0.898,28.000,14.121,0.432513,416,28.000,0.365,-0.966430,0.432513,0.105558,273,0.432513,6.193520,25
