run,piece,event_index,change_index,substep,reason,part_ids,contact_width_px,contact_offset_px,vx_before,vx_after,delta_vx,vy_before,vy_after,delta_vy,angular_before,angular_after,delta_angular,solver_delta_angular,correction_delta_angular,total_delta_angular,delta_vn,delta_vt,x,angle,cumulative_delta_x,cumulative_delta_angle,contact_points,support_count
3,16,1,1,247,START,12127,6.000,12.808,0.000000,-0.122210,-0.122210,11.216321,1.127816,-10.088505,0.000000,-0.090702,-0.090702,,,,-10.088505,0.122210,195.000,0.000000,0.000,0.000000,2,2
3,16,1,2,248,RESPONSE,12127,6.020,13.256,-0.122210,-0.333633,-0.211423,1.127816,0.916032,-0.211784,-0.090702,-0.088864,0.001838,,,,-0.211784,0.211423,194.971,-0.021690,-0.029,-0.021690,1,2
3,16,1,3,249,RESPONSE,12127,6.038,13.715,-0.333633,-0.550982,-0.217349,0.916032,0.917061,0.001029,0.000000,-0.066386,-0.066386,,,,0.001029,0.217349,194.886,-0.044264,-0.114,-0.044264,1,2
3,16,1,4,250,RESPONSE,12127,6.050,14.053,-0.550982,-0.734287,-0.183305,0.917061,0.723829,-0.193233,-0.066386,-0.065270,0.001115,,,,-0.193233,0.183305,194.746,-0.061128,-0.254,-0.061128,1,2
3,16,1,5,259,PART_CHANGE+WIDTH_CHANGE,12127;12132,11.961,14.506,-1.151482,-1.177432,-0.025949,0.816118,0.542683,-0.273435,-0.060237,-0.062200,-0.001963,,,,-0.273435,0.025949,192.483,-0.199077,-2.517,-0.199077,2,4
3,16,1,6,260,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12132,0.212,8.898,-1.177432,-1.172300,0.005131,0.542683,0.561588,0.018905,-0.062200,-0.062371,-0.000171,,,,0.018905,-0.005131,192.201,-0.213951,-2.799,-0.213951,1,2
3,16,1,7,261,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,12128;12132;12140;12148,53.594,17.497,-1.172300,-0.821270,0.351030,0.561588,-0.808000,-1.369588,-0.062371,-0.018477,0.043893,,,,-1.369588,-0.351030,191.903,-0.229795,-3.097,-0.229795,4,8
3,16,1,8,262,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE+RESPONSE,12128;12140,11.164,35.477,-0.821270,-0.650410,0.170861,-0.808000,-0.788958,0.019043,-0.018477,-0.019325,-0.000847,,,,0.019043,-0.170861,191.695,-0.234488,-3.305,-0.234488,2,4
3,16,1,9,264,RESPONSE,12128;12140,11.157,35.300,-0.542580,-0.375417,0.167164,-0.772798,-0.774752,-0.001954,-0.018979,-0.019066,-0.000086,,,,-0.001954,-0.167164,191.392,-0.244219,-3.608,-0.244219,2,4
3,16,1,10,268,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12140,0.259,40.408,-0.325847,-0.308979,0.016868,-0.650355,-0.609582,0.040773,-0.016108,-0.015135,0.000973,,,,0.040773,-0.016868,191.035,-0.262086,-3.965,-0.262086,1,2
3,16,1,11,305,PART_CHANGE+WIDTH_CHANGE+OFFSET_CHANGE,12128;12140,11.151,35.151,0.335602,0.366365,0.030763,0.671915,0.666106,-0.005809,0.016633,0.018325,0.001693,,,,-0.005809,-0.030763,191.237,-0.252282,-3.763,-0.252282,2,4
3,16,1,12,310,PART_CHANGE+WIDTH_CHANGE,12128,7.045,33.535,0.415771,0.427742,0.011971,0.792233,0.825555,0.033322,0.021566,0.022412,0.000847,,,,0.033322,-0.011971,191.717,-0.227821,-3.283,-0.227821,1,2
