run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
1,1,complete,120,59,60,4.348,1775.255,7.415,3,2,1,0.002299,0,10.91391,0,0.13917,0.00043,0.004699,0.13917,-10.91348,0.004699,1.23507,0.47495,0.026933,30.373999999999995,4.680000000000007,0.6383129999999999,0,,0,1,88,176,88,91,83,-1.399,-0.399,1.570796,-0.898699,90;90,-0.399:48.372;-1.399:48.370,-0.398700;-1.398698,1,
1,2,complete,120,59,60,4.144,971.803,3.723,6,2,1,-0.020479,0,10.92765,0,0,0,0,1.16449,-11.26243,-0.186335,1.1523,2.77625,0.183666,18.289999999999992,17.902999999999963,2.052187,1.367999999999995,,0,1,83,166,83,90,76,-1.68,1.32,1.570796,-0.179877,175;175,-1.680:44.655;1.320:44.594,-1.679563;1.319808,1,
1,3,complete,121,60,60,6.218,2680.781,8.535,8,3,2,-0.066202,0,11.03639,0,0.11262,0.13143,0.00368,0.11262,-10.90496,0.00368,0.25171,0.44046,0.011788,0.9099999999999966,0.853999999999985,0.031278,0.2610000000000241,,0,1,89,178,89,93,68,-38.594,-31.544,1.570796,-35.068966,261;263;263,-38.594:32.928;-37.530:33.860;-31.544:33.463,-38.594376;-37.530413;-31.543556,1,
1,4,complete,120,59,60,2.636,378.793,10.821,9,4,2,0,0,10.89332,0,0,0,0,1.4366,-11.31949,-0.213085,1.73769,3.62731,0.155401,20.518,35.581999999999994,1.82563,2.531000000000006,,0,1,54,108,54,54,62,-7.444,1.556,1.570796,-2.943854,321;321;322;322,1.556:43.995;-7.444:43.995;0.556:44.995;-4.444:44.995,1.556146;-7.443854;0.556146;-4.443854,1,
1,5,complete,129,68,60,4.202,918.333,0.519,9,2,2,-2.191861,-0.38098,2.10629,-0.216173,0.024,0.01594,0.001081,0.40498,-2.09034,0.217254,0.74274,0.97373,0.038468,4.669000000000011,4.9010000000000105,0.2330089999999998,0.04099999999999682,,0,1,84,168,84,91,85,-23.215,-21.82,1.570796,-22.51761,332;333,-23.215:26.603;-21.820:26.834,-23.215190;-21.820030,1,
1,6,complete,139,78,60,4.956,1754.612,4.805,35,4,4,2.316534,-2.04807,2.5076,0.108482,-1.84981,0.47622,-0.040663,0.19827,-2.03138,-0.149145,2.06024,1.77397,0.090016,25.283000000000015,15.244000000000028,0.809715,0,,0,1,63,126,63,66,67,13.215,20.28,1.570796,16.747333,411;412;415;416,20.280:36.322;18.867:36.379;14.628:36.547;13.215:36.603,20.280086;18.866985;14.627680;13.214579,1,
1,7,complete,120,59,60,4.74,1831.832,2.853,4,2,1,0,0,10.90021,0,0.17341,3.07093,0,0.17341,-7.82929,0.247992,1.71887,3.29217,0.24444,21.764999999999986,4.934000000000026,0.33899,0,,0,1,102,204,102,107,84,-14.103,-12.103,1.570796,-13.102954,577;577,-12.103:43.789;-14.103:43.789,-12.102954;-14.102954,1,
1,8,complete,122,61,60,5.508,2566.696,2.475,5,3,3,0.563972,0.10211,6.55227,0.245785,0.35248,-0.23758,0.010414,0.25037,-6.78986,-0.235371,0.49713,0.24461,0.020761,4.334000000000003,1.1650000000000205,0.172448,0.46999999999997044,,0,1,68,136,68,69,57,7.407,11.011,1.570796,9.208846,624;625;626,11.011:28.484;9.631:28.795;7.407:28.571,11.011101;9.631415;7.406591,1,
1,9,complete,124,63,60,5.038,2670.843,2.201,5,1,1,0.93985,1.48001,-1.52126,0.13487,1.5868,-2.06034,0.089381,0.10679,-0.53908,-0.045489,1.8352,2.06034,0.089381,42.655,7.0470000000000255,1.2950660000000003,7.0470000000000255,,0,1,78,156,78,82,79,22.795,22.795,1.570796,22.795044,683,22.795:33.287,22.795044,1,
1,10,complete,127,66,60,6.51,5147.624,3.157,50,1,1,0.132538,0.70881,0.54487,0.020067,0.50179,-0.0895,0.004022,-0.20702,-0.63437,-0.016045,0.87045,0.66548,0.027538,7.603999999999985,3.959000000000003,0.228523,0.18200000000001637,,0,1,97,194,97,102,84,22.334,22.334,1.570796,22.333862,826,22.334:38.134,22.333862,1,
