run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids
1,21,complete,120,59,60,8.592,8519.244,3.325,59,4,2,-0.001153,0,11.0026,0,-0.15318,0,-0.004211,-0.15318,-11.07652,-0.004211,0.15318,0.09247,0.004211,0.24799999999999045,0.12599999999997635,0.005079,0.12599999999997635,102,1,0,50,100,50,50,44,-27.265,31.735,1.570796,2.235015,1610;1610;1611;1611,-27.265:37.712;26.735:37.650;27.735:37.649;31.735:37.644,-27.264966;26.734998;27.734998;31.734995,1,
1,22,complete,121,60,60,3.966,1328.128,2.502,5,2,1,-0.004455,0,11.01594,0,-0.2271,0,-0.008005,-0.2271,-11.0251,-0.008005,1.42921,0.79819,0.059745,44.192999999999984,11.031000000000006,1.4034989999999998,0.007999999999981355,,0,1,67,134,67,70,54,-0.81,3.19,1.570796,1.189836,1680;1680,-0.810:35.543;3.190:35.525,-0.810144;3.189817,1,
1,23,complete,121,60,60,3.404,1817.289,0.999,56,2,1,0,0,11.07003,0,-0.18074,2.15972,0,-0.18074,-8.91031,-0.214672,0.65748,2.15972,0.02145,4.507000000000005,4.599999999999966,0.095924,4.370999999999981,,0,1,71,142,71,78,70,9.902,18.902,1.570796,14.40188,1753;1753,18.902:27.071;9.902:27.071,18.901880;9.901880,1,
1,24,complete,120,59,60,4.054,1448.135,12.846,7,6,3,0,0,11.0026,0,0,2.52522,0,-0.51956,-8.47739,-0.226097,1.81221,2.52522,0.08152,48.751000000000005,13.668000000000006,1.871817,0,,0,1,66,132,66,67,62,10.557,17.557,1.570796,14.056734,1819;1819;1820;1820;1821;1821,12.557:34.289;10.557:34.289;17.557:33.289;14.557:33.289;16.557:34.289;14.557:34.289,12.556734;10.556734;17.556734;14.556734;16.556734;14.556734,1,
1,25,complete,120,59,60,2.958,422.016,3.375,16,2,1,0.024299,0,10.98902,0,0,0,0,1.7668,-12.10293,-0.080502,1.73993,2.59373,0.079277,18.852000000000004,28.514999999999986,1.487951,2.950999999999965,,0,1,85,170,85,88,80,-13.482,-12.482,1.570796,-12.981941,1908;1908,-12.482:42.913;-13.482:42.888,-12.482089;-13.481794,1,
1,26,complete,132,71,60,4.034,1163.861,2.725,11,10,7,2.105673,0.3429,1.51071,0.155202,0.1812,-0.12773,0.005657,-0.1617,-1.63844,-0.149544,1.14547,1.70971,0.058203,14.240000000000009,11.305999999999983,0.625305,0.6589999999999918,,0,1,76,152,76,82,72,18.975,25.667,1.570796,22.321002,1915;1915;1916;1916;1917;1918;1919;1919;1920;1921,25.667:30.313;24.806:29.803;24.806:29.803;23.946:29.293;23.946:29.293;22.576:29.644;21.206:29.994;20.345:29.485;20.345:29.485;18.975:29.835,25.666598;24.806267;24.806267;23.945936;23.945936;22.575869;21.205803;20.345471;20.345471;18.975405,1,
1,27,complete,121,60,60,4.88,2744.433,3.428,6,1,1,-0.066184,0,11.00931,0,0,1.18755,0,-1.52181,-9.82176,-0.091948,2.16962,1.36817,0.062184,18.76399999999998,5.347999999999956,0.482842,0,,0,1,66,132,66,70,66,12.931,12.931,1.570796,12.930905,2054,12.931:39.445,12.930905,1,
1,28,complete,125,64,60,3.352,665.675,2.082,3,1,1,0.517495,0.66199,0.11519,0.062891,0.84934,0.01789,0.02381,0.18735,-0.09731,-0.039081,1.64788,2.10698,0.06668,34.74000000000001,16.637,0.943713,0,,0,1,92,184,92,95,80,-1.071,-1.071,1.570796,-1.071366,2145,-1.071:39.738,-1.071366,1,
1,29,complete,121,60,60,4.632,1624.548,2.816,3,2,1,0.059937,0,11.02288,0,0,0,0,-1.58649,-12.65331,0.111082,1.56377,3.14503,0.109491,34.39599999999999,22.581999999999994,1.7872130000000002,5.887999999999977,,0,1,83,166,83,91,70,5.506,7.503,1.570796,6.504382,2233;2233,7.503:39.545;5.506:39.426,7.502586;5.506178,1,
1,30,complete,128,67,60,3.614,888.625,5.169,11,1,1,-2.000768,-0.15689,3.31437,-0.228995,-0.17542,-0.44023,-0.027511,-0.01853,-3.7546,0.201485,0.97677,0.68421,0.051024,13.762,4.876000000000033,0.6421159999999999,0.6200000000000045,,0,1,61,122,61,63,64,-5.21,-5.21,1.570796,-5.209714,2261,-5.210:22.866,-5.209714,1,
