run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,26,1,242,243,2,7398;7413;7421,195.000,195.061,0.061,484.557,484.720,0.163,0.000000,0.080256,0.080256,0.253413,0.329197,0.075784,3.500619,3.554683,0.054064,0.335609,0.324788,-0.010821,4.067,14.000,17.920,0.253413,242,14.000,17.004,-7.569401,-0.253413,0.335609,242,0.253413,0.329197,2
3,26,2,247,248,2,7389;7394;7397,195.388,195.598,0.210,487.909,487.538,-0.372,0.403604,0.455788,0.052184,0.824995,1.419371,0.594376,-1.387689,-1.311547,0.076141,0.205430,0.135285,-0.070145,3.574,4.857,4.647,0.594376,248,3.574,2.282,0.076141,-0.594376,0.115718,247,0.594376,1.093864,2
3,26,3,299,488,190,7419;7422;7425;7427;7431;7432;7444;7461,212.053,203.121,-8.932,493.189,501.888,8.700,2.024210,1.673898,-0.350312,0.767041,0.000000,-0.767041,0.345376,0.000000,-0.345376,-0.015322,0.000000,0.015322,2.985,42.189,27.213,0.409067,299,11.203,22.447,-1.741712,0.409067,0.127421,299,0.409067,3.960557,10
3,27,1,239,480,242,7469;7470,195.000,181.940,-13.060,480.812,486.925,6.114,0.000000,-0.355484,-0.355484,-0.131956,-0.000001,0.131955,1.764132,0.000000,-1.764132,-0.097391,-0.000000,0.097391,1.000,47.169,23.903,1.007600,245,1.075,13.860,0.000817,1.007600,0.097391,239,1.007600,5.203199,10
3,28,1,238,239,2,7537,195.000,195.022,0.022,480.960,481.578,0.618,0.000000,0.059170,0.059170,0.092268,0.181607,0.089338,3.474014,3.042062,-0.431952,0.247434,0.257214,0.009780,2.000,2.056,12.594,0.092268,238,2.000,10.273,-7.548879,-0.092268,0.247434,238,0.092268,0.181607,2
3,28,2,241,244,4,7536,195.111,195.484,0.372,483.107,482.500,-0.607,0.185783,0.241019,0.055237,0.286334,0.749792,0.463457,-0.456571,-0.445905,0.010665,0.105681,0.028287,-0.077393,2.150,2.181,11.038,0.218849,242,2.166,10.034,-0.135249,-0.218849,0.150607,241,0.218849,0.568839,3
3,28,3,248,484,237,7536,196.241,200.478,4.237,482.239,481.678,-0.561,0.269598,0.348082,0.078484,0.765734,-0.390621,-1.156355,-0.205707,0.070749,0.276456,0.020397,-0.008649,-0.029046,2.194,2.236,7.881,0.030757,286,2.227,3.802,0.015607,0.030757,0.007567,248,0.030757,2.660301,1
3,29,1,242,245,4,7631;7634;7636;7638,195.000,194.131,-0.869,483.250,481.434,-1.816,0.000000,0.062356,0.062356,-0.750466,-1.657205,-0.906739,-0.596572,-1.016962,-0.420390,0.053775,0.113737,0.059962,2.033,12.000,8.838,1.657205,245,2.058,6.440,-1.016962,1.657205,0.113737,245,1.657205,3.246589,4
3,29,2,306,484,179,7644;7646;7656;7710;7711;7639;7640;7700;7706,171.601,170.405,-1.196,497.934,498.150,0.216,1.608631,1.547206,-0.061425,-0.573969,0.006480,0.580450,-0.193659,-0.000302,0.193356,0.013555,0.000642,-0.012914,0.999,22.023,9.977,0.748776,306,5.996,5.106,-3.119380,-0.748776,0.077227,306,0.748776,5.596193,39
3,30,1,238,239,2,7721;7739,195.000,194.931,-0.069,478.793,478.703,-0.090,0.000000,-0.059455,-0.059455,-0.272992,-0.417036,-0.144043,0.344947,0.414461,0.069514,-0.234053,-0.212455,0.021598,5.051,11.000,10.383,0.272992,238,11.000,6.887,-10.659330,0.272992,0.234053,238,0.272992,0.417036,2
3,30,2,280,369,90,7740;7731;7737;7741;7746;7748;7750;7770;7769;7767;7768;7758;7763;7765;7766,190.968,202.734,11.767,496.939,501.311,4.372,-2.078426,-1.485650,0.592776,-0.315359,0.430223,0.745582,0.738211,-0.453040,-1.191251,-0.118720,0.021929,0.140649,0.848,28.000,23.524,0.501608,362,28.000,0.365,-1.135273,0.501608,0.106216,281,0.501608,3.164784,15
3,30,3,373,520,148,7763;7765;7758;7766;7767;7768;7769;7770,203.163,201.177,-1.985,501.050,502.414,1.364,-1.463819,-1.570487,-0.106669,0.406326,-0.000000,-0.406326,-0.237307,0.000000,0.237307,0.019760,-0.000000,-0.019760,0.988,28.000,12.741,0.246696,430,27.000,0.669,-0.598419,-0.246696,0.014520,430,0.246696,3.495735,17
