run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies
2,1,complete,120,59,60,4.348,1775.255,7.415,3,4,2,-0.026028,0,10.90016,0,0,0,-0.014281,1.24574,-11.41301,-0.014281,1.39456,0.85947,0.030836,36.397999999999996,6.2929999999999495,0.671463,1.9489999999999554,,0,1,88,176,88,91,83,-1.054,1.945,1.570796,0.445688,87;87;90;90,-1.054:47.417;1.945:47.338;-0.028:48.390;0.972:48.364,-1.053804;1.945180;-0.028117;0.971544
2,2,complete,120,59,60,4.144,971.803,3.723,6,2,1,0,0,10.88643,0,0.09385,0,0,0.09385,-10.89121,0.031486,2.16258,1.55852,0.08313,47.485000000000014,20.451999999999998,1.313123,0,,0,1,83,166,83,90,76,-2.594,0.406,1.570796,-1.093629,175;175,0.406:44.611;-2.594:44.611,0.406371;-2.593629
2,3,complete,121,60,60,6.218,2680.781,8.535,8,2,1,0,0,11.00932,0,-0.15973,3.2595,0,-0.15973,-7.74982,-0.260654,0.23139,3.2595,0.011078,0.7630000000000052,0.7830000000000155,0.058707,0.2740000000000009,,0,1,89,178,89,93,68,12.312,19.312,1.570796,15.811837,266;266,19.312:33.303;12.312:33.303,19.311837;12.311837
2,4,complete,136,75,60,2.636,378.793,10.821,9,1,1,-1.81999,0.92012,3.56867,-0.100895,1.56927,2.3847,0.086823,0.64915,-1.18397,0.187718,1.56927,2.85769,0.092876,4.641999999999996,6.569999999999993,0.35360499999999995,0,,0,1,54,108,54,54,62,-28.44,-28.44,1.570796,-28.4403,274,-28.440:18.014,-28.440300
2,5,complete,120,59,60,4.202,918.333,0.519,9,2,1,-0.057284,0,10.97541,0,0,1.18996,0,-0.59581,-9.78545,-0.196698,1.57676,2.29575,0.193705,14.512,18.416999999999973,1.9582869999999999,0,,0,1,84,168,84,91,85,7.193,12.185,1.570796,9.68874,408;408,7.193:40.294;12.185:40.008,7.192840;12.184639
2,6,complete,134,73,60,4.956,1754.612,4.805,35,1,1,1.118061,0.30093,2.09145,0.068112,0.39097,2.08801,0.07683,0.09004,-0.00344,0.008717,1.57687,2.55008,0.07683,12.069000000000017,13.925000000000011,0.45339600000000013,0,,0,1,63,126,63,66,67,-26.768,-26.768,1.570796,-26.767777,470,-26.768:35.174,-26.767777
2,7,complete,127,66,60,4.74,1831.832,2.853,4,1,1,0.741468,0.29278,0.20492,0.063984,0.65065,0.04876,0.025265,0.35787,-0.15615,-0.03872,1.65126,1.16639,0.060477,46.95400000000001,15.485000000000014,1.258477,0,,0,1,102,204,102,107,84,-2.309,-2.309,1.570796,-2.308796,567,-2.309:42.347,-2.308796
2,8,complete,120,59,60,5.508,2566.696,2.475,5,6,3,0,0,10.94813,0,0,5.59703,0,0.35377,-5.3511,0.248504,0.77338,5.97585,0.235781,11.59299999999999,12.149999999999977,0.901817,0,,0,1,68,136,68,69,57,-27.468,-21.468,1.570796,-24.468046,645;645;646;646;647;647,-21.468:39.187;-27.468:39.187;-22.468:40.187;-27.468:40.187;-24.468:41.187;-26.468:41.187,-21.468046;-27.468046;-22.468046;-27.468046;-24.468046;-26.468046
2,9,complete,120,59,60,5.038,2670.843,2.201,5,4,2,0,0,10.92763,0,0.18247,6.96112,0,0.18247,-3.96651,0.230051,1.83071,7.13694,0.283622,46.221000000000004,11.262999999999977,2.220588,0,,0,1,78,156,78,82,79,-34.675,-29.675,1.570796,-32.174672,726;726;727;727,-29.675:41.230;-34.675:41.230;-30.675:42.230;-33.675:42.230,-29.674672;-34.674672;-30.674672;-33.674672
2,10,complete,127,66,60,6.51,5147.624,3.157,50,1,1,0.129232,0.7173,0.4588,0.019868,0.56208,-0.07871,0.003415,-0.15522,-0.5375,-0.016453,0.86135,0.64684,0.026985,7.141999999999996,3.9010000000000105,0.20770899999999998,0.19999999999998863,,0,1,97,194,97,102,84,22.46,22.46,1.570796,22.459833,826,22.460:38.060,22.459833
