run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies
2,21,complete,120,59,60,8.592,8519.244,3.325,59,4,2,-0.001085,0,11.0026,0,-0.14864,0,-0.00406,-0.14864,-11.09226,-0.00406,0.14864,0.09168,0.00406,0.2179999999999893,0.12000000000000455,0.0050669999999999995,0.12000000000000455,,0,1,50,100,50,50,44,-27.268,31.732,1.570796,2.232442,1610;1610;1611;1611,-27.268:37.710;26.732:37.652;27.732:37.651;31.732:37.646,-27.267541;26.732427;27.732427;31.732425
2,22,complete,121,60,60,3.966,1328.128,2.502,5,6,3,0,0,11.0022,0,0,0,0,1.18828,-11.32868,-0.15486,2.31167,2.12602,0.273413,41.89099999999999,16.641999999999996,2.405315,3.20799999999997,,0,1,67,134,67,70,54,-1.968,4.032,1.570796,1.031518,1678;1678;1679;1679;1680;1680,4.032:33.539;-1.968:33.539;3.032:34.539;-1.968:34.539;3.032:35.539;-0.968:35.539,4.031518;-1.968482;3.031518;-1.968482;3.031518;-0.968482
2,23,complete,122,61,60,3.404,1817.289,0.999,56,6,3,0.003515,0,11.11666,0,0,0,0.010967,0.39014,-11.39119,0.010967,0.37886,0.18408,0.013905,1.438999999999993,1.1940000000000168,0.05427,1.1940000000000168,,0,1,71,142,71,78,70,-36.19,19.81,1.570796,-8.189715,1751;1751;1752;1752;1753;1753,-32.190:25.958;-36.190:25.943;19.810:26.140;7.810:26.098;18.807:27.137;9.807:27.105,-32.189567;-36.189542;19.810112;7.810186;18.806602;9.806658
2,24,complete,121,60,60,4.054,1448.135,12.846,7,4,2,0,0,11.00225,0,0,2.61893,0,-0.35298,-8.38332,-0.238841,1.54479,2.84665,0.23542,32.68700000000001,14.008000000000038,1.872094,0,,0,1,66,132,66,67,62,10.557,16.557,1.570796,13.556734,1819;1819;1821;1821,12.557:34.289;10.557:34.289;16.557:34.289;14.557:34.289,12.556734;10.556734;16.556734;14.556734
2,25,complete,126,65,60,2.958,422.016,3.375,16,1,1,2.71563,0.36393,1.92472,0.40369,0.53636,-1.47955,0.116509,0.17243,-3.40427,-0.287181,2.23698,2.36887,0.116509,50.84700000000001,20.045000000000016,2.183814,3.586999999999989,,0,1,85,170,85,88,80,9.311,9.311,1.570796,9.310949,1826,9.311:33.987,9.310949
2,26,complete,133,72,60,4.034,1163.861,2.725,11,1,1,2.102523,0.32587,1.62628,0.153409,0.11955,-0.06379,0.003482,-0.20632,-1.69006,-0.149927,1.13543,1.64644,0.056563,11.774000000000001,11.141999999999996,0.52501,0.05000000000001137,,0,1,76,152,76,82,72,25.762,25.762,1.570796,25.761951,1915,25.762:30.232,25.761951
2,27,complete,121,60,60,4.88,2744.433,3.428,6,1,1,-0.07424,0,11.00236,0,0,1.70553,0,-0.76076,-9.29683,-0.127047,1.23536,1.70553,0.025653,16.10300000000001,5.243999999999971,0.454979,0,,0,1,66,132,66,70,66,13.248,13.248,1.570796,13.248238,2054,13.248:39.340,13.248238
2,28,complete,120,59,60,3.352,665.675,2.082,3,2,1,0.081975,0,10.97541,0,0,2.89198,0,0.50448,-8.08343,0.29207,1.63447,2.89198,0.066586,40.127999999999986,16.625,1.382721,0.5799999999999841,,0,1,92,184,92,95,80,-14.515,-12.522,1.570796,-13.518789,2148;2148,-12.522:39.171;-14.515:39.007,-12.522147;-14.515431
2,29,complete,125,64,60,4.632,1624.548,2.816,3,5,4,-1.064238,-0.19173,2.7604,-0.198367,-1.73096,-0.9094,0.003664,-1.53923,-3.6698,0.202031,1.78925,0.9094,0.03685,27.995000000000005,2.254000000000019,0.5480050000000001,2.254000000000019,,0,1,83,166,83,91,70,-10.619,12.691,1.570796,1.035931,2213;2196;2201;2203;2203,12.691:26.646;-10.619:27.435;-9.260:27.046;-8.385:27.531;-9.260:27.046,12.691150;-10.619288;-9.259698;-8.385278;-9.259698
2,30,complete,129,68,60,3.614,888.625,5.169,11,1,1,-2.011998,-0.15689,3.31518,-0.229144,-0.21717,-0.3324,-0.029252,-0.06028,-3.64757,0.199892,0.98281,0.6931,0.051441,13.894999999999982,4.905999999999949,0.648177,0.5889999999999986,,0,1,61,122,61,63,64,-4.953,-4.953,1.570796,-4.952607,2261,-4.953:22.923,-4.952607
