run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies
2,11,complete,121,60,60,7.92,8547.864,7.191,25,2,1,-0.000904,0,11.01612,0,-0.12791,0,-0.002421,-0.12791,-11.04051,-0.002421,0.12791,0.01608,0.00247,0.2079999999999984,0.04699999999996862,0.00718,0.043000000000006366,120,1,0,78,156,78,80,67,-6.963,9.037,1.570796,1.036931,906;906,-6.963:36.378;9.037:36.364,-6.963066;9.036927
2,12,complete,121,60,60,3.718,2601.283,4.837,6,6,3,0,0,11.06329,0,0,2.34299,0,0.57465,-8.7203,0.176846,0.94786,2.8172,0.158498,7.810000000000002,6.158999999999992,0.615554,0,,0,1,65,130,65,66,71,-20.727,-12.727,1.570796,-16.727004,971;971;972;972;973;973,-12.727:27.501;-20.727:27.501;-14.727:28.501;-20.727:28.501;-15.727:29.501;-19.727:29.501,-12.727004;-20.727004;-14.727004;-20.727004;-15.727004;-19.727004
2,13,complete,122,61,60,4.536,3981.248,4.575,14,6,3,0,0,11.11675,0,0,0.02192,0,-0.58841,-11.09482,-0.024894,0.58789,0.36035,0.025493,5.271999999999991,0.8519999999999754,0.22515,0.7549999999999955,,0,1,57,114,57,60,65,-3.109,10.891,1.570796,3.890653,1030;1030;1031;1031;1032;1032,10.891:22.489;-3.109:22.489;1.891:23.489;-0.109:23.489;6.891:23.489;4.891:23.489,10.890653;-3.109347;1.890653;-0.109347;6.890653;4.890653
2,14,complete,121,60,60,7.566,7101.376,6.276,25,3,2,0.002138,0,11.03635,0,0.25669,0,0.007806,0.25669,-11.07631,0.007806,0.25669,0.04012,0.007806,2.140000000000015,0.6910000000000309,0.063823,0.6910000000000309,120,1,0,71,142,71,80,78,-15.67,6.332,1.570796,-4.669291,1104;1105;1105,6.332:33.944;4.330:34.940;-15.670:34.897,6.331752;4.329619;-15.670335
2,15,complete,121,60,60,5.814,3593.304,4.465,13,1,1,-0.050881,0,11.00929,0,0,2.29056,0,-0.70922,-8.71874,-0.179053,2.04195,2.29056,0.062724,67.77499999999999,10.422000000000025,2.285958,0,,0,1,55,110,55,55,49,12.671,12.671,1.570796,12.671237,1162,12.671:37.336,12.671237
2,16,complete,122,61,60,3.306,3597.108,6.323,12,2,1,-0.026983,0,11.20316,0,0,0.34577,0,-1.18084,-10.85739,-0.056417,1.16288,0.72465,0.059973,5.246000000000009,2.3209999999999695,0.25141800000000003,0.05899999999996908,,0,1,49,98,49,49,48,10.378,16.376,1.570796,13.377346,1213;1213,10.378:21.006;16.376:20.844,10.378438;16.376254
2,17,complete,122,61,60,5.48,5629.969,2.731,19,3,2,-0.008915,0,11.12351,0,0,0.01799,0,-1.01586,-11.10551,-0.037805,1.01214,0.42603,0.03877,11.870000000000005,2.984999999999957,0.434286,2.6689999999999827,,0,1,58,116,58,59,60,0.478,10.487,1.570796,5.482282,1272;1273;1273,0.478:25.943;5.487:26.899;10.487:26.854,0.478023;5.486740;10.486541
2,18,complete,120,59,60,3.562,630.087,1.933,18,1,1,-0.008787,0,11.0026,0,-0.33928,0,-0.002652,-0.33928,-11.08349,-0.002652,0.33928,0.08179,0.015237,1.4770000000000039,0.1560000000000059,0.028138999999999997,0.05200000000002092,119,1,0,86,172,86,97,82,-11.522,-11.522,1.570796,-11.521719,1361,-11.522:42.690,-11.521719
2,19,complete,120,59,60,4.006,1049.179,2.425,8,4,2,0,0,10.92763,0,0,1.85893,0,-0.37758,-9.0687,-0.257995,0.57602,3.52696,0.222031,4.369,22.11500000000001,1.712517,0,,0,1,72,144,72,73,59,6.332,14.332,1.570796,10.331752,1434;1434;1435;1435,14.332:40.666;6.332:40.666;14.332:41.666;7.332:41.666,14.331752;6.331752;14.331752;7.331752
2,20,complete,120,59,60,4.246,1052.603,1.069,5,1,1,-0.011068,0,10.98222,0,0,0,-0.008748,-0.43424,-10.98481,-0.008748,0.78704,0.22507,0.025771,14.836000000000013,1.447999999999979,0.46447499999999997,0.0009999999999763531,,0,1,122,244,122,127,82,-0.175,-0.175,1.570796,-0.175298,1559,-0.175:42.065,-0.175298
