run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,6,1,241,242,2,11368;11392;11397,195.000,194.924,-0.076,479.233,478.318,-0.916,0.000000,-0.015825,-0.015825,-0.319267,-0.549397,-0.230130,-1.212931,-1.141898,0.071033,-0.066177,-0.038110,0.028067,11.014,35.000,9.913,0.319267,241,35.000,0.422,-12.222276,0.319267,0.066177,241,0.319267,0.549397,2
3,6,2,273,516,244,11392;11397;11382;11412;11399;11400;11401;11415,190.910,126.662,-64.248,475.734,497.765,22.031,-0.294271,-2.040322,-1.746051,-0.524527,-0.462669,0.061857,-0.049815,-0.213437,-0.163622,-0.020074,-0.009151,0.010923,0.290,54.122,27.840,0.334029,509,54.122,0.397,-1.767789,-0.334029,0.070107,509,0.334029,4.345032,10
3,7,1,238,240,3,11433;11446;11451,195.000,195.247,0.247,478.236,478.490,0.253,0.000000,0.089255,0.089255,0.365879,0.821831,0.455952,2.539507,2.287393,-0.252114,0.182959,0.160993,-0.021966,2.081,5.000,16.909,0.365879,238,5.000,12.603,-8.464758,-0.365879,0.182959,238,0.365879,0.821831,3
3,7,2,246,248,3,11439;11450,196.487,196.852,0.364,481.729,480.781,-0.948,0.332297,0.364145,0.031848,0.702450,0.885332,0.182882,-0.635492,-0.738485,-0.102993,0.069026,0.039877,-0.029149,3.159,5.053,12.855,0.153377,248,3.159,12.232,0.073941,-0.153377,0.088911,246,0.153377,0.286666,3
3,7,3,259,480,222,11439;11531;11502,199.228,252.433,53.205,479.603,493.359,13.756,0.471179,1.918919,1.447739,0.883393,1.646293,0.762900,-0.236387,1.027177,1.263564,0.028149,0.059037,0.030888,0.845,24.515,25.508,0.090279,436,24.515,14.090,-1.028386,-0.090279,0.010264,259,0.090279,3.200803,6
3,8,1,238,240,3,11537;11540;11542,195.000,195.150,0.150,480.838,482.612,1.773,0.000000,0.104365,0.104365,0.225666,0.497322,0.271657,5.780082,5.332206,-0.447876,0.197406,0.201710,0.004303,2.093,6.000,29.568,0.225666,238,6.000,24.468,-5.251271,-0.225666,0.197406,238,0.225666,0.497322,3
3,8,2,248,250,3,11576;11581;11600;11602;11603,196.119,196.852,0.733,493.249,492.277,-0.972,0.497135,0.558086,0.060950,1.219650,1.837441,0.617791,-1.692328,-1.538011,0.154317,0.130305,0.098200,-0.032105,0.530,23.302,10.066,0.735054,248,23.302,1.715,-7.361970,-0.735054,0.066243,248,0.735054,1.352845,3
3,8,3,298,480,183,11557;11551;11566;11592,216.989,219.816,2.827,494.594,495.015,0.420,1.634311,1.620251,-0.014060,1.485971,-0.000000,-1.485971,0.275619,0.000000,-0.275619,0.054922,-0.000000,-0.054922,1.956,47.043,28.547,0.401106,373,47.043,6.208,-1.207208,-0.401106,0.027389,298,0.401106,3.787702,9
3,9,1,239,480,242,11610;11618;11633;11645;11650;11624,195.000,209.688,14.688,479.295,492.040,12.745,0.000000,0.591736,0.591736,0.116149,-0.158997,-0.275146,7.001236,0.099900,-6.901336,0.146274,-0.008163,-0.154436,0.254,34.136,40.241,1.730628,249,0.254,9.467,-0.031781,-1.730628,0.146274,239,1.730628,9.408814,19
3,10,1,241,243,3,11708;11703,195.000,194.894,-0.106,486.176,485.861,-0.315,0.000000,-0.066841,-0.066841,-0.084642,-0.606515,-0.521873,3.874248,-1.473249,-5.347497,-0.200642,-0.067627,0.133016,7.051,48.041,23.177,0.274944,242,48.041,4.797,-5.419727,0.274944,0.200642,241,0.274944,0.606515,3
3,10,2,269,512,244,11700;11703;11708,191.148,207.666,16.518,480.555,486.441,5.886,-0.484534,-0.036447,0.448087,-0.636571,-0.276850,0.359721,-0.631892,-0.075466,0.556426,-0.041862,-0.003856,0.038007,0.365,48.035,23.900,0.225724,388,19.212,14.103,-0.485381,-0.225724,0.022079,444,0.225724,4.940096,10
