run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,narrow_landing_correction_latched,narrow_landing_contact_width_latched_px,narrow_landing_contact_source_latched,narrow_landing_contact_offset_latched_px,narrow_landing_angular_before_latched,narrow_landing_angular_delta_latched,narrow_landing_angular_after_latched,narrow_landing_correction_applied_latched,first_ground_contact_substep,first_ground_contact_vx_before,first_ground_contact_vx_after,first_ground_contact_delta_vx,first_ground_contact_vy_before,first_ground_contact_vy_after,first_ground_contact_delta_vy,first_ground_contact_angular_before,first_ground_contact_angular_after,first_ground_contact_delta_angular,first_ground_contact_delta_x,first_ground_contact_delta_y,first_ground_contact_width_px,first_ground_contact_offset_px,first_ground_contact_source,max_ground_delta_vx,max_ground_delta_vx_before,max_ground_delta_vx_after,max_ground_delta_vy,max_ground_delta_angular,max_ground_delta_vx_substep,max_ground_delta_vx_contact_width_px,max_ground_delta_vx_contact_offset_px,max_ground_delta_vx_contact_source,first_ground_response_normal_x,first_ground_response_normal_y,first_ground_response_normal_angle_rad,first_ground_response_tangent_x,first_ground_response_tangent_y,first_ground_response_depth,first_ground_response_separation,first_ground_response_friction,first_ground_response_friction_static,first_ground_response_delta_vn,first_ground_response_delta_vt,first_ground_response_linear_impulse_normal_proxy,first_ground_response_linear_impulse_tangent_proxy,first_ground_response_angular_impulse_proxy,first_ground_response_pair_count,first_ground_response_contact_count,first_ground_response_support_count,first_ground_response_pair_id,max_ground_response_normal_x,max_ground_response_normal_y,max_ground_response_normal_angle_rad,max_ground_response_tangent_x,max_ground_response_tangent_y,max_ground_response_depth,max_ground_response_separation,max_ground_response_friction,max_ground_response_friction_static,max_ground_response_delta_vn,max_ground_response_delta_vt,max_ground_response_linear_impulse_normal_proxy,max_ground_response_linear_impulse_tangent_proxy,max_ground_response_angular_impulse_proxy,max_ground_response_pair_count,max_ground_response_contact_count,max_ground_response_support_count,max_ground_response_pair_id
3,6,complete,120,59,60,4.956,1754.612,4.805,35,1,1,-0.050123,0,10.99581,0,0,0,0,2.21916,-13.21074,-0.123547,2.1854,3.39645,0.121668,50.903999999999996,30.260000000000048,2.22078,9.724000000000046,,0,1,63,126,63,66,67,-13.931,-13.931,1.570796,-13.930917,11429,-13.931:43.209,-13.930917,,,,,,,,0,238,0.000000,1.345222,1.345222,11.022895,-1.274339,-12.297234,0.000000,-0.067667,-0.067667,0.000000,1.354730,35.000,0.422,geometry-edge,1.345222,0.000000,1.345222,-12.297234,-0.067667,238,35.000,0.422,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,2.521241,,0.350000,1.000000,-12.297234,-1.345222,-60.945092,-6.666918,-118.728992,5,10,10,8rq:8th,0.000000,1.000000,1.570796,-1.000000,0.000000,2.521241,,0.350000,1.000000,-12.297234,-1.345222,-60.945092,-6.666918,-118.728992,5,10,10,8rq:8th
3,7,complete,123,62,60,4.74,1831.832,2.853,4,1,1,0.360871,0.80833,2.48742,0.149966,1.21759,-0.66078,0.039634,0.40926,-3.1482,-0.110332,1.65529,1.20492,0.060516,61.495000000000005,15.360000000000014,1.6425200000000002,2.2270000000000323,,0,1,102,204,102,107,84,13.587,13.587,1.570796,13.587128,11523,13.587:40.174,13.587128,0.237592,5.000,geometry-edge,12.603,0.000000,0.228835,0.174466,1,241,0.000000,0.365486,0.365486,11.009344,2.452953,-8.556391,0.000000,0.174466,0.174466,0.000000,1.152509,5.000,12.603,geometry-edge,0.365486,0.000000,0.365486,-8.556391,0.174466,241,5.000,12.603,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,2.687698,,0.350000,1.000000,-8.556391,-0.365486,-40.557292,-1.732405,319.591838,3,6,6,8tj:8wd,0.000000,1.000000,1.570796,-1.000000,0.000000,2.687698,,0.350000,1.000000,-8.556391,-0.365486,-40.557292,-1.732405,319.591838,3,6,6,8tj:8wd
3,8,complete,120,59,60,5.508,2566.696,2.475,5,2,1,0.088582,0,10.99581,0,0,4.94834,0,0.43047,-6.04747,0.175475,1.03795,4.94834,0.038314,19.211000000000013,10.920999999999992,0.6099019999999999,0,,0,1,68,136,68,69,57,-30.008,-28.016,1.570796,-29.011848,11603;11603,-28.016:38.861;-30.008:38.684,-28.015769;-30.007927,0.375000,5.000,geometry-edge,24.968,0.000000,0.258738,0.161711,1,238,0.000000,0.144858,0.144858,11.024586,5.894033,-5.130553,0.000000,0.161711,0.161711,0.000000,1.759642,5.000,24.968,geometry-edge,2.094404,0.000000,2.094404,0.063519,0.017751,249,2.191,35.152,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,1.584437,,0.350000,1.000000,-5.130553,-0.144858,-28.259087,-0.797880,415.063966,2,4,4,8wf:8yb,0.000000,1.000000,1.570796,-1.000000,0.000000,0.030929,,0.350000,1.000000,0.063519,-2.094404,0.349864,-11.535980,45.560372,1,1,2,8wf:8yb
3,9,complete,120,59,60,5.038,2670.843,2.201,5,6,3,0,0,10.93447,0,0.17633,6.99664,0,0.17633,-3.93783,0.204551,2.10422,6.99664,0.130099,29.769000000000005,12.103000000000009,1.262881,0,,0,1,78,156,78,82,79,-36.675,-29.675,1.570796,-33.174672,11681;11681;11682;11682;11683;11683,-29.675:40.230;-36.675:40.230;-29.675:41.230;-34.675:41.230;-30.675:42.230;-33.675:42.230,-29.674672;-36.674672;-29.674672;-34.674672;-30.674672;-33.674672,0.125000,7.000,geometry-edge,33.175,0.000000,0.233772,0.204551,1,240,0.000000,0.176329,0.176329,11.021166,6.996640,-4.024525,0.000000,0.204551,0.204551,0.000000,1.557739,7.000,33.175,geometry-edge,0.841599,0.176329,1.017927,-0.044823,0.057531,245,3.140,39.940,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,2.285471,,0.350000,1.000000,-4.024525,-0.176329,-20.275559,-0.888344,546.322916,3,6,6,8yd:90j,0.000000,1.000000,1.570796,-1.000000,0.000000,0.020981,,0.350000,1.000000,-0.044823,-0.841599,-0.225820,-4.239974,153.656888,1,1,2,8yd:90j
3,10,complete,121,60,60,6.51,5147.624,3.157,50,2,1,0.001331,0,11.07002,0,0,0,0,2.31928,-11.95812,-0.045422,2.284,0.64795,0.044731,20.772999999999996,2.6709999999999923,0.20385199999999998,2.141999999999996,,0,1,97,194,97,102,84,19.131,27.131,1.570796,23.131031,11782;11782,27.131:34.884;19.131:34.874,27.131027;19.131034,,,,,,,,0,242,0.000000,0.788283,0.788283,11.096834,-1.028588,-12.125422,0.000000,0.022440,0.022440,0.000000,1.664500,52.000,4.177,geometry-edge,0.888485,0.788283,1.676769,0.070370,-0.039316,243,13.005,22.498,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,2.229153,,0.350000,1.000000,-12.125422,-0.788283,-78.936496,-5.131723,115.511811,5,10,10,90l:93a,0.000000,1.000000,1.570796,-1.000000,0.000000,1.139364,,0.350000,1.000000,0.070370,-0.888485,0.458106,-5.784040,-202.381581,2,4,4,90l:93a
