run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx,change_point_count
3,1,1,238,240,3,11042;11043;11044;11045;11046,195.000,196.165,1.165,474.052,472.684,-1.369,0.000000,-0.071320,-0.071320,1.731170,2.663759,0.932589,-0.108177,-0.230312,-0.122134,-0.073976,-0.184830,-0.110854,1.069,11.000,2.626,1.731170,238,11.000,0.213,-11.064808,-1.731170,0.132807,239,1.731170,3.043319,3
3,1,2,275,276,2,10983;10985;10986,217.952,218.444,0.491,479.577,479.350,-0.228,-1.583112,-1.599487,-0.016374,1.933902,1.476050,-0.457852,-0.867495,-0.793343,0.074152,-0.064460,-0.034944,0.029515,2.999,4.000,12.118,0.457852,276,2.999,11.937,0.074152,0.457852,0.098231,275,0.457852,0.868630,2
3,1,3,287,290,4,10983,222.406,223.219,0.814,478.260,478.266,0.007,-1.693281,-1.692304,0.000977,1.267134,0.847704,-0.419430,-0.156496,0.048641,0.205137,-0.014566,0.028086,0.042652,0.992,0.993,9.018,0.187687,288,0.992,8.819,0.071432,0.187687,0.019222,288,0.187687,0.574133,2
3,1,4,294,480,187,10983;10985;10986;11042,224.051,248.943,24.893,478.547,491.794,13.247,-1.664756,-1.007635,0.657121,0.863124,0.000001,-0.863122,0.257393,0.000000,-0.257393,0.026440,0.000000,-0.026440,0.849,68.797,36.152,0.190224,370,1.382,36.027,-0.061235,0.190224,0.054857,366,0.190224,2.875644,10
3,2,1,238,480,243,11131;11130;11121;11106;11059;11061,195.000,245.656,50.656,476.414,496.144,19.730,0.000000,1.305652,1.305652,0.157034,-0.091776,-0.248810,-0.009752,0.292999,0.302751,0.019473,-0.009597,-0.029070,0.000,47.802,33.268,0.215169,444,0.895,21.851,-0.859087,-0.215169,0.085568,453,0.215169,4.965157,16
3,3,1,244,484,241,11221;11222;11217;11219,195.000,195.752,0.752,488.223,488.216,-0.007,0.000000,-0.038930,-0.038930,-0.220300,-0.000000,0.220300,3.033600,-0.000000,-3.033600,-0.251126,0.000000,0.251126,6.036,60.132,35.405,0.220300,244,8.000,15.312,-8.068264,0.220300,0.251126,244,0.220300,1.539108,6
3,4,1,238,480,243,11278;11277;11267;11237;11239,195.000,237.501,42.501,476.030,498.863,22.833,0.000000,1.078491,1.078491,0.149516,0.000015,-0.149501,-0.044619,0.000004,0.044623,0.078756,-0.000000,-0.078756,0.509,64.411,37.150,0.280274,412,15.645,30.164,-0.370066,-0.280274,0.094258,413,0.280274,5.197039,13
3,5,1,240,241,2,11362;11363;11364,195.000,194.904,-0.096,481.386,480.686,-0.700,0.000000,-0.051031,-0.051031,-0.401124,-0.572376,-0.171251,0.792463,0.856277,0.063814,-0.213396,-0.156275,0.057121,5.044,11.000,9.412,0.572376,241,5.044,9.412,0.063814,0.572376,0.213396,240,0.572376,0.973500,2
3,5,2,255,256,2,11355,192.967,192.800,-0.167,484.971,484.889,-0.082,-0.579903,-0.602763,-0.022860,-0.698846,-0.933893,-0.235047,-0.341496,-0.273600,0.067896,-0.095592,-0.055967,0.039625,3.038,3.057,1.835,0.235047,256,3.038,1.038,0.067896,0.235047,0.053256,255,0.235047,0.388719,2
3,5,3,263,480,218,11355;11320;11318;11313;11314;11316;11288;11289,191.158,150.954,-40.204,484.869,499.144,14.275,-0.701148,-1.988333,-1.287185,-1.008344,-0.000000,1.008344,0.061857,-0.000000,-0.061857,-0.039241,0.000000,0.039241,0.000,41.624,26.348,0.201771,373,0.000,26.312,-0.083084,-0.201771,0.078728,369,0.201771,4.464396,19
