run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
2,1,complete,120,59,60,4.348,1775.255,7.415,3,11,0.213,10,5,0,0,0,2.37017,-11.65167,-0.143666,1.38014,0.89117,0.030638,42.203,6.286000000000001,0.7369330000000001,3.0459999999999923,,0,1,88,176,88,91,83
2,2,complete,132,71,60,4.144,971.803,3.723,6,0,6.53,1,1,-0.21373,0.36625,-0.05223,-1.07039,-2.31697,0.082456,0.88085,0.37864,0.05223,6.38900000000001,1.7999999999999545,0.20094100000000004,0,,0,1,83,166,83,90,76
2,3,complete,121,60,60,6.218,2680.781,8.535,8,8,15.312,4,2,-0.34619,2.95877,0,-0.34619,-8.05735,-0.243607,0.34619,2.95877,0.011165,0.4449999999999932,0.7239999999999895,0.057342,0.72199999999998,,0,1,89,178,89,93,68
2,4,complete,142,81,60,2.636,378.793,10.821,9,0,-29.749,1,1,1.59991,2.92761,0.101497,0.72229,-1.06597,0.16912,1.59991,3.16478,0.1029,4.048999999999978,4.317000000000007,0.23707000000000011,0,,0,1,54,108,54,54,62
2,5,complete,120,59,60,4.202,918.333,0.519,9,4.991,9.751,2,1,0,1.16322,0,-0.64329,-9.81218,-0.188714,1.4272,2.23419,0.185843,22.89500000000001,18.389999999999986,1.949405,0,,0,1,84,168,84,91,85
2,6,complete,120,59,60,4.956,1754.612,4.805,35,1.997,14.601,2,1,0,0,0,0.36703,-12.45794,0.083015,1.57172,2.44512,0.081826,17.337999999999994,24.875,1.513323,3.7309999999999945,,0,1,63,126,63,66,67
2,7,complete,120,59,60,4.74,1831.832,2.853,4,5,-12.603,6,3,0,2.34385,0,0.57434,-8.57694,0.208538,0.92313,2.57551,0.179396,10.00200000000001,3.934000000000026,0.460927,0,,0,1,102,204,102,107,84
2,8,complete,120,59,60,5.508,2566.696,2.475,5,1.996,-28.072,2,1,0.33321,5.88248,0,0.33321,-5.07931,0.244161,0.96266,6.06346,0.240664,4.393000000000001,11.586000000000013,0.519442,0,,0,1,68,136,68,69,57
2,9,complete,124,63,60,5.038,2670.843,2.201,5,0,22.971,1,1,1.71046,-2.00251,0.086053,0.11918,-0.485,-0.04519,1.93446,2.00251,0.086053,46.17099999999999,7.162000000000035,1.2882100000000003,7.162000000000035,,0,1,78,156,78,82,79
2,10,complete,125,64,60,6.51,5147.624,3.157,50,0,-8.492,1,1,-1.05781,-0.3285,-0.038554,-0.49852,0.2088,0.026472,1.14566,0.67476,0.038554,20.557000000000016,7.2760000000000105,0.569595,2.8100000000000023,,0,1,97,194,97,102,84
2,11,complete,121,60,60,7.92,8547.864,7.191,25,25,1.509,4,2,-0.00402,0.0001,0.000118,-0.00402,-11.02278,0.000118,0.0166,0.00048,0.00058,0.031999999999982265,0.5079999999999814,0.001304,0.5079999999999814,120,1,0,78,156,78,80,67
2,12,complete,121,60,60,3.718,2601.283,4.837,6,0,-17.165,1,1,0,3.14238,0,0.46606,-7.93437,0.182036,1.06777,3.14238,0.038531,13.579999999999984,6.338999999999999,0.572566,0,,0,1,65,130,65,66,71
2,13,complete,122,61,60,4.536,3981.248,4.575,14,14,3.891,6,3,0,0.02192,0,-0.58841,-11.09481,-0.024894,0.58789,0.36035,0.025493,5.271999999999991,0.853999999999985,0.225153,0.7549999999999955,,0,1,57,114,57,60,65
2,14,complete,121,60,60,7.566,7101.376,6.276,25,22.002,-4.66,3,2,0,0,0.000567,0.43901,-11.12112,0.000567,0.29429,0.05945,0.00557,2.14700000000002,0.6440000000000055,0.045245,0.6440000000000055,,0,1,71,142,71,80,78
2,15,complete,123,62,60,5.814,3593.304,4.465,13,2.235,-6.984,2,2,-0.69425,-1.16856,-0.117149,-0.52712,-3.76455,0.082654,1.61901,1.16856,0.117149,42.218999999999994,6.875,1.858641,2.2029999999999745,,0,1,55,110,55,55,49
2,16,complete,122,61,60,3.306,3597.108,6.323,12,5.998,13.377,2,1,0,0.34577,0,-1.18084,-10.85739,-0.056417,1.16288,0.72465,0.059973,5.246000000000009,2.3170000000000073,0.25142400000000004,0.057999999999992724,,0,1,49,98,49,49,48
2,17,complete,122,61,60,5.48,5629.969,2.731,19,10.009,5.482,3,2,0,0.01799,0,-1.01586,-11.10551,-0.037805,1.01214,0.42603,0.03877,11.920999999999992,2.9839999999999804,0.436161,2.6680000000000064,,0,1,58,116,58,59,60
2,18,complete,120,59,60,3.562,630.087,1.933,18,6,-8.572,2,1,-0.34431,0,-0.001687,-0.34431,-11.06938,-0.001687,0.54034,0.12793,0.009841,6.8419999999999845,0.3919999999999959,0.063983,0.30299999999999727,,0,1,86,172,86,97,82
2,19,complete,120,59,60,4.006,1049.179,2.425,8,8,10.332,4,2,0,1.85893,0,-0.37758,-9.0687,-0.257995,0.57602,3.52696,0.222031,4.369,22.11500000000001,1.712516,0,,0,1,72,144,72,73,59
2,20,complete,120,59,60,4.246,1052.603,1.069,5,0,-0.116,1,1,0,0,-0.012609,-0.41195,-10.99068,-0.012609,0.78096,0.21684,0.018432,13.506999999999977,1.4149999999999636,0.40090200000000004,0,,0,1,122,244,122,127,82
2,21,complete,120,59,60,8.592,8519.244,3.325,59,59,2.235,4,2,-0.15318,0,-0.004211,-0.15318,-11.07652,-0.004211,0.15318,0.09251,0.004211,0.2529999999999859,0.1239999999999668,0.005092,0.1239999999999668,,0,1,50,100,50,50,44
2,22,complete,121,60,60,3.966,1328.128,2.502,5,4,1.19,2,1,-0.22862,0,-0.007843,-0.22862,-11.02496,-0.007843,1.42518,0.77144,0.05916,44.07900000000001,10.855999999999995,1.390647,0.007000000000005002,,0,1,67,134,67,70,54
2,23,complete,122,61,60,3.404,1817.289,0.999,56,56,-8.19,6,3,0,0,0.010967,0.39014,-11.39119,0.010967,0.39967,0.18829,0.01329,1.3419999999999845,1.1820000000000164,0.051956,1.1820000000000164,,0,1,71,142,71,78,70
2,24,complete,121,60,60,4.054,1448.135,12.846,7,7,14.057,6,3,0,2.52683,0,-0.51956,-8.48222,-0.22625,1.86914,2.52683,0.082451,49.873999999999995,13.670999999999992,1.877993,0,,0,1,66,132,66,67,62
2,25,complete,141,80,60,2.958,422.016,3.375,16,0,9.07,1,1,0.3782,1.08507,-0.116679,-0.51448,-1.48679,-0.025691,0.69662,1.08507,0.116679,2.1310000000000002,1.3280000000000314,0.1698010000000001,0,,0,1,85,170,85,88,80
2,26,complete,121,60,60,4.034,1163.861,2.725,11,0,-16.027,1,1,0,3.76838,0,0.44677,-7.24086,0.302276,0.88888,3.76838,0.126759,11.427999999999997,17.127999999999986,1.806848,0,,0,1,76,152,76,82,72
2,27,complete,121,60,60,4.88,2744.433,3.428,6,0,12.931,1,1,0,1.18751,0,-1.52179,-9.82159,-0.091946,1.11995,1.38331,0.02625,18.042,5.348000000000013,0.466151,0,,0,1,66,132,66,70,66
2,28,complete,120,59,60,3.352,665.675,2.082,3,1.993,-13.521,2,1,0,2.89389,0,0.50445,-8.08832,0.292306,1.64924,2.89389,0.066293,38.66299999999998,16.775000000000034,1.376566,0.7080000000000268,,0,1,92,184,92,95,80
2,29,complete,120,59,60,4.632,1624.548,2.816,3,3.019,8.586,4,2,0,0,0,-2.00067,-12.70437,0.157424,1.59095,3.08543,0.112286,36.21300000000002,22.641999999999996,1.8726639999999999,6.771999999999991,,0,1,83,166,83,91,70
2,30,complete,125,64,60,3.614,888.625,5.169,11,0,16.893,1,1,-0.84873,1.26086,-0.072067,-0.12136,0.00425,0.003973,1.7295,2.20973,0.084946,34.476999999999975,19.51800000000003,1.461071,0,,0,1,61,122,61,63,64
2,31,complete,132,71,60,3.292,592.235,0.868,7,0,25.209,1,1,0.47435,-0.59016,0.023199,0.03226,-0.07341,-0.056569,0.95731,0.59016,0.053557,12.556999999999988,4.389999999999986,0.6645640000000002,1.176999999999964,,0,1,58,116,58,65,67
2,32,complete,122,61,60,2.092,204.507,2.907,1,0,2.654,1,1,-0.44627,0.66162,-0.238771,-0.23336,-0.77737,0.061084,0.94283,2.21604,0.238771,5.686999999999983,20.337000000000046,1.399788,0,,0,1,65,130,65,69,61
2,33,complete,122,61,60,4.174,3360.447,4.337,18,11.041,-12.534,2,2,0,0.91069,0,1.77548,-10.20584,0.128618,2.60619,1.5059,0.10118,30.86699999999999,8.73599999999999,1.166282,4.875,,0,1,60,120,60,61,58
2,34,complete,121,60,60,5.678,3952.389,3.007,18,0,-17.757,1,1,0,3.12815,0,0.41048,-7.88093,0.175059,2.78467,3.12815,0.080535,39.88499999999999,6.641999999999996,1.326321,0,,0,1,74,148,74,79,73
2,35,complete,122,61,60,3.648,4219.988,2.161,14,0,6.927,1,1,0,0.49422,0,-0.61498,-10.72873,-0.07135,1.07881,1.10639,0.066675,9.956000000000017,5.932000000000016,0.550868,4.850000000000023,,0,1,38,76,38,38,48
2,36,complete,125,64,60,4.756,2213.019,1.122,5,0,14.771,1,1,0.54425,-0.3758,0.025473,0.11124,-5.5381,-0.19629,0.72944,0.63501,0.037204,5.806999999999988,3.5860000000000127,0.2792969999999999,1.2690000000000055,,0,1,63,126,63,63,48
2,37,complete,126,65,60,3.776,957.905,2.374,13,4.084,-9.625,5,3,-0.47106,-0.38085,-0.04822,0.52688,-4.00354,0.148915,0.9496,0.44376,0.04822,10.456999999999994,3.159999999999968,0.36585,1.7860000000000014,,0,1,71,142,71,83,62
