run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
5,1,complete,80,19,60,4.348,1775.255,7.415,3,12,0.713,20,10,1.48832,-0.1325,-0.074165,1.48832,-10.92439,-0.074165,1.85605,1.43173,0.074165,22.01599999999999,18.512,1.033592,1.8530000000000086,47,1,0,88,176,88,91,83
5,2,complete,80,19,60,4.144,971.803,3.723,6,8,-1.594,8,4,1.32397,-0.72302,-0.097037,1.32397,-11.5287,-0.097037,2.5132,2.32674,0.245123,58.798,16.853999999999985,2.26913,2.093999999999994,57,1,0,83,166,83,90,76
5,3,complete,81,20,60,6.218,2680.781,8.535,8,61,-10.188,16,8,0.03364,0,0,-0.00746,0,0,1.02492,0.67004,0.057967,4.831999999999994,4.093000000000018,0.14912999999999998,4.093000000000018,44,1,0,89,178,89,93,68
5,4,complete,80,19,60,2.636,378.793,10.821,9,11,-3.944,14,7,0.78248,-0.58078,0.164027,0.78248,-11.38529,0.164027,1.08692,2.12237,0.164027,13.709000000000003,23.772999999999968,1.300592,3.069999999999993,47,1,0,54,108,54,54,62
5,5,complete,80,19,60,4.202,918.333,0.519,9,11,8.374,6,3,-0.77566,-0.27866,-0.10375,-0.77566,-11.08434,-0.10375,2.30305,0.67314,0.10375,28.60899999999998,18.575999999999965,2.214335,0,60,1,0,84,168,84,91,85
5,6,complete,80,19,60,4.956,1754.612,4.805,35,37,1.422,20,10,0.08892,-0.85107,-0.065059,0.08892,-11.65558,-0.065059,2.27497,2.73352,0.104327,58.259000000000015,23.653999999999996,1.893847,4.388999999999953,,0,1,63,126,63,66,67
5,7,complete,80,19,60,4.74,1831.832,2.853,4,42,5.897,26,13,-0.12621,-0.66934,0.034079,-0.12621,-11.54501,0.034079,2.57766,0.84042,0.118425,133.62,5.424000000000035,0.536166,5.424000000000035,,0,1,102,204,102,107,84
5,8,complete,80,19,60,5.508,2566.696,2.475,5,8,-24.468,8,4,3.27045,0.68435,0.06322,3.27045,-10.12018,0.06322,3.27045,0.68435,0.06322,46.685,12.571000000000026,0.622452,0,59,1,0,68,136,68,69,57
5,9,complete,80,19,60,5.038,2670.843,2.201,5,9,-32.175,10,5,3.84048,1.1927,0.057766,3.84048,-9.61222,0.057766,3.84048,1.1927,0.057766,42.709,11.637,0.709846,0,54,1,0,78,156,78,82,79
5,10,complete,80,19,60,6.51,5147.624,3.157,50,53,3.677,18,9,0.92866,-0.51387,0.011622,0.92866,-11.41035,0.011622,0.92866,0.51387,0.011622,2.712999999999994,2.583000000000027,0.053098,2.583000000000027,36,1,0,97,194,97,102,84
5,11,complete,81,20,60,7.92,8547.864,7.191,25,42,2.117,16,8,-0.04195,0,0,0.12081,0.05077,0.001938,0.05354,0,0,0.3149999999999977,3.3670000000000186,0.0047669999999999995,3.3670000000000186,37,1,0,78,156,78,80,67
5,12,complete,81,20,60,3.718,2601.283,4.837,6,8.053,-18.821,5,3,1.80047,0.37674,0.028123,-0.96244,-0.16526,-0.01176,1.80047,0.39137,0.028123,11.497000000000014,5.505999999999972,0.27385000000000004,0,42,1,0,65,130,65,66,71
5,13,complete,81,20,60,4.536,3981.248,4.575,14,81,-4.609,28,27,0,0,0,0,-11.1414,0,0.02623,0,0.000911,0.4830000000000041,15.663000000000011,0.005733,15.663000000000011,37,1,0,57,114,57,60,65
5,14,complete,81,20,60,7.566,7101.376,6.276,25,44.009,-2.941,11,6,0.17514,-0.05471,0.002274,-0.28655,0.12733,-0.003631,0.17514,0.05471,0.002274,0.568000000000012,2.4189999999999827,0.005317999999999998,2.4189999999999827,37,1,0,71,142,71,80,78
5,15,complete,81,20,60,5.814,3593.304,4.465,13,15.104,17.017,10,5,-1.12745,-0.07231,0.015205,-1.01496,-0.05562,0.026439,1.45307,0.70356,0.054055,24.317000000000007,6.691000000000031,0.523494,2.1370000000000005,60,1,0,55,110,55,55,49
5,16,complete,81,20,60,3.306,3597.108,6.323,12,74,-10.192,34,21,0.00277,0,0,0.00277,-11.1414,0,0.19487,0.04868,0.007866,5.0989999999999895,10.803000000000054,0.206543,10.803000000000054,37,1,0,49,98,49,49,48
5,17,complete,81,20,60,5.48,5629.969,2.731,19,70,8.247,14,26,0,0,0,0,-11.1414,0,0,0,0,0,15.448999999999955,0,0,37,1,0,58,116,58,59,60
5,18,complete,80,19,60,3.562,630.087,1.933,18,19,-2.396,14,7,1.709,-0.66578,-0.074264,1.709,-11.46459,-0.074264,2.02317,1.69679,0.128203,30.926000000000016,23.079000000000008,2.074703,2.3310000000000173,,0,1,86,172,86,97,82
5,19,complete,80,19,60,4.006,1049.179,2.425,8,10,9.332,8,4,-1.68969,-0.17877,0.013572,-1.68969,-10.98348,0.013572,2.54244,2.59507,0.103354,38.34899999999999,24.170999999999992,1.707205,2.5090000000000146,54,1,0,72,144,72,73,59
5,20,complete,80,19,60,4.246,1052.603,1.069,5,28,-8.641,26,13,1.79092,-0.87077,0.117582,1.79092,-11.75338,0.117582,3.26427,2.75062,0.190423,70.457,19.037999999999954,1.831426,6.759999999999991,,0,1,122,244,122,127,82
5,21,complete,81,20,60,8.592,8519.244,3.325,59,60,1.692,16,8,0.00002,0,0,0.00011,0,0,0.00089,0,0,0.15000000000000568,1.7520000000000095,0,1.7520000000000095,37,1,0,50,100,50,50,44
5,22,complete,81,20,60,3.966,1328.128,2.502,5,8.048,-0.986,9,5,-0.36061,-0.11699,0.03871,-0.47797,0.08266,0.004896,2.09692,0.78468,0.160085,52.48399999999998,15.105999999999995,2.378459,2.3590000000000373,,0,1,67,134,67,70,54
5,23,complete,81,20,60,3.404,1817.289,0.999,56,55.981,-6.988,9,5,-0.58617,-0.42605,-0.011336,2.01271,-0.91447,0.030261,0.58617,0.42605,0.011591,2.6590000000000202,2.329999999999984,0.066635,2.2299999999999613,38,1,0,71,142,71,78,70
5,24,complete,81,20,60,4.054,1448.135,12.846,7,10.993,15.191,14,7,-2.44706,-0.15718,-0.021348,0.11527,-0.25616,-0.002313,2.44706,0.66624,0.096152,61.02799999999999,5.1129999999999995,0.46795699999999996,0.46399999999999864,79,1,0,66,132,66,67,62
5,25,complete,80,19,60,2.958,422.016,3.375,16,16,-4.436,18,9,2.73236,-2.26925,0.046948,2.73236,-13.07469,0.046948,2.77176,2.26925,0.184329,73.20400000000001,28.388000000000034,1.622603,6.607000000000028,,0,1,85,170,85,88,80
5,26,complete,81,20,60,4.034,1163.861,2.725,11,22.012,-14.467,13,7,1.41898,-0.32877,-0.030895,1.30801,0.05301,-0.038457,1.86924,1.41513,0.123022,27.083999999999975,19.626999999999953,1.884395,3.623999999999967,56,1,0,76,152,76,82,72
5,27,complete,80,19,60,4.88,2744.433,3.428,6,9,11.794,10,5,-2.66264,0.03646,0.007346,-2.66264,-10.76806,0.007346,2.66264,0.82492,0.075416,15.201999999999998,5.569000000000017,0.460559,0,47,1,0,66,132,66,70,66
5,28,complete,80,19,60,3.352,665.675,2.082,3,4,-9.273,6,3,1.42733,-0.27917,0.098625,1.42733,-11.08523,0.098625,2.26658,1.67209,0.125586,29.436000000000007,18.99000000000001,1.452214,2.468999999999994,52,1,0,92,184,92,95,80
5,29,complete,80,19,60,4.632,1624.548,2.816,3,3,9.358,4,2,-3.07006,-0.37373,0.034478,-3.07006,-11.17902,0.034478,3.07006,1.13131,0.096626,88.077,12.168000000000006,1.254025,0.22299999999995634,,0,1,83,166,83,91,70
5,30,complete,80,19,60,3.614,888.625,5.169,11,12,6.387,6,3,-1.63682,0.18915,0.019723,-1.63682,-10.6083,0.019723,1.63682,1.37563,0.092707,51.173,24.942000000000007,1.708225,2.252999999999986,54,1,0,61,122,61,63,64
5,31,complete,80,19,60,3.292,592.235,0.868,7,7,-6.863,4,2,1.58647,-0.13179,-0.01617,1.58647,-10.9363,-0.01617,2.31929,1.63243,0.064823,37.55799999999999,23.859000000000037,1.446664,1.5850000000000364,46,1,0,58,116,58,65,67
5,32,complete,81,20,60,2.092,204.507,2.907,1,3.081,3.854,6,3,1.47989,-0.98567,-0.127784,0.50246,0.0547,-0.11358,3.62012,2.79091,0.247706,65.422,23.49599999999998,2.3636839999999997,1.988999999999976,,0,1,65,130,65,69,61
5,33,complete,81,20,60,4.174,3360.447,4.337,18,19.98,-13.711,8,4,1.08972,0.05503,0.016036,-0.56444,-0.00771,-0.007036,1.08972,0.18654,0.016036,15.775000000000006,4.801999999999964,0.41478000000000004,0,49,1,0,60,120,60,61,58
5,34,complete,81,20,60,5.678,3952.389,3.007,18,31,-4.645,20,10,0.00181,0,0.001506,-0.01497,0,0.001506,1.76543,0.80557,0.048532,63.968999999999994,9.353000000000009,0.86601,3.997000000000014,,0,1,74,148,74,79,73
5,35,complete,81,20,60,3.648,4219.988,2.161,14,73,2.788,30,15,-0.00005,0,0,-0.00005,-11.1414,0,0.08659,0.01663,0.003928,1.9559999999999889,5.165999999999997,0.091267,5.165999999999997,37,1,0,38,76,38,38,48
5,36,complete,80,19,60,4.756,2213.019,1.122,5,5,-19.524,4,2,3.88838,0.35749,0.019467,3.88838,-10.44706,0.019467,3.88838,0.70088,0.031277,40.54900000000001,20.872000000000014,0.790967,0,46,1,0,63,126,63,63,48
5,37,complete,80,19,60,3.776,957.905,2.374,13,23,10.93,12,6,-1.26647,-0.58605,0.042117,-1.26647,-11.39083,0.042117,1.65524,2.11692,0.06696,46.096000000000004,23.702999999999975,1.15238,5.284999999999968,52,1,0,71,142,71,83,62
