run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx
2,6,1,238,239,2,5949;5950;5951,195.000,194.908,-0.092,479.235,478.325,-0.910,0.000000,-0.015441,-0.015441,-0.360422,-0.607792,-0.247369,-1.072167,-0.997232,0.074934,-0.060785,-0.030619,0.030166,11.014,35.000,9.929,0.360422,238,35.000,0.422,-12.083206,0.360422,0.060785,238,0.360422,0.607792
2,6,2,268,508,241,5951,190.760,176.037,-14.723,476.066,476.367,0.301,-0.224410,-0.542706,-0.318296,-0.525230,-0.548352,-0.023122,-0.061136,0.110126,0.171261,-0.011220,-0.011081,0.000139,0.232,10.947,7.901,0.063693,439,0.405,2.290,0.004094,0.063693,0.016352,268,0.063693,3.263153
2,7,1,240,480,241,6054;6055;6045,195.000,206.602,11.602,477.735,482.168,4.433,0.000000,0.275227,0.275227,0.209583,-0.006954,-0.216537,2.831576,-0.022718,-2.854293,0.164222,-0.000025,-0.164247,2.040,42.718,24.312,0.962374,245,2.098,17.777,-0.101924,-0.962374,0.164222,240,0.962374,5.890615
2,8,1,242,244,3,6123;6124;6125,195.000,195.125,0.125,480.837,482.389,1.552,0.000000,0.096605,0.096605,0.199420,0.442208,0.242788,5.678232,5.231146,-0.447085,0.193554,0.199842,0.006288,2.087,6.000,29.274,0.199420,242,6.000,24.468,-5.358146,-0.199420,0.193554,242,0.199420,0.442208
2,8,2,252,484,233,6102;6103;6104;6113,196.012,195.422,-0.590,493.152,493.090,-0.062,0.497328,0.482719,-0.014609,0.335911,-0.006457,-0.342369,-0.518258,-0.003679,0.514579,0.029365,0.000406,-0.028959,0.417,23.302,11.995,0.094591,252,23.302,1.710,-6.101117,0.094591,0.165187,252,0.094591,3.078216
2,9,1,239,480,242,6205;6204;6198;6174;6161,195.000,211.807,16.807,478.795,491.972,13.176,0.000000,0.597515,0.597515,0.054082,-0.144181,-0.198263,7.134818,0.093008,-7.041811,0.086734,-0.007706,-0.094439,0.264,34.131,40.699,1.771115,253,33.956,25.710,-1.420381,-1.771115,0.086734,239,1.771115,12.030920
2,10,1,241,243,3,6304;6300;6302,195.000,194.744,-0.256,486.177,486.012,-0.165,0.000000,-0.058799,-0.058799,-0.095553,-1.063700,-0.968147,3.870328,-1.210584,-5.080912,-0.200302,-0.024276,0.176026,7.047,49.089,23.177,0.817717,242,49.089,4.370,-5.156666,0.817717,0.200302,241,0.817717,1.063700
2,10,2,274,516,243,6302;6304,187.000,192.140,5.140,483.268,486.669,3.400,-0.235523,-0.024367,0.211156,-0.866005,-0.000001,0.866005,-0.110239,0.000000,0.110240,-0.008902,-0.000000,0.008902,6.957,48.036,23.968,0.120794,414,48.034,3.969,-0.826783,0.120794,0.017533,414,0.120794,3.821440
