run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx
1,31,1,240,241,2,2354;2355;2356,195.000,195.098,0.098,482.111,481.352,-0.759,0.000000,0.039467,0.039467,0.411066,0.632994,0.221928,0.476019,0.540972,0.064953,0.165039,0.096644,-0.068395,4.036,9.000,8.913,0.632994,241,4.036,8.913,0.064953,-0.632994,0.165039,240,0.632994,1.044060
1,31,2,268,480,213,2350;2348;2337;2328;2329;2312,199.137,212.650,13.514,491.078,503.408,12.330,0.656042,1.309024,0.652982,0.652812,0.224605,-0.428206,1.641301,0.314534,-1.326767,0.104645,0.019437,-0.085208,0.936,30.564,24.905,0.341530,305,30.564,1.993,-1.995696,0.341530,0.053476,305,0.341530,5.910529
1,32,1,241,241,1,2423,195.000,195.000,0.000,482.991,482.991,0.000,0.000000,0.000000,0.000000,-0.138110,-0.138110,0.000000,1.173632,1.173632,0.000000,-0.333737,-0.333737,0.000000,1.000,1.000,3.859,0.138110,241,1.000,3.859,-9.869477,0.138110,0.333737,241,0.138110,0.138110
1,32,2,250,250,1,2418,194.693,194.693,0.000,486.351,486.351,0.000,-0.741787,-0.741787,0.000000,-0.260508,-0.260508,0.000000,1.517682,1.517682,0.000000,-0.291031,-0.291031,0.000000,2.150,2.150,5.534,0.126538,250,2.150,5.534,-0.175853,0.126538,0.032702,250,0.126538,0.126538
1,32,3,269,283,15,2359;2360;2361,193.500,198.409,4.909,495.757,490.117,-5.640,-2.074839,-2.269180,-0.194341,-0.210315,1.864695,2.075010,1.601396,-0.849507,-2.450903,-0.174075,-0.016363,0.157712,1.390,3.414,29.795,0.519295,270,3.414,28.086,-1.072945,-0.519295,0.097925,269,0.519295,2.285080
1,32,4,295,296,2,2359,203.868,204.314,0.446,488.961,488.962,0.001,-2.317090,-2.317061,0.000029,1.754954,1.693165,-0.061789,-0.023761,0.047163,0.070924,0.000115,0.018179,0.018065,1.413,1.413,23.394,0.061789,296,1.413,23.394,0.070924,0.061789,0.018065,296,0.061789,0.096173
1,32,5,306,307,2,2359,208.445,208.853,0.408,490.030,490.220,0.190,-2.272714,-2.265204,0.007510,1.606042,1.550428,-0.055615,0.709258,0.777378,0.068120,0.029564,0.045041,0.015477,1.408,1.409,24.988,0.055615,307,1.408,24.988,0.068120,0.055615,0.015477,307,0.055615,0.086812
1,32,6,319,340,22,2359,213.392,220.878,7.486,493.784,504.879,11.095,-2.133329,-1.795891,0.337438,1.468217,1.306486,-0.161731,1.537077,2.742176,1.205100,0.053536,0.080875,0.027339,1.198,1.379,35.901,0.020427,340,1.198,35.901,0.060576,0.020427,0.010315,319,0.020427,0.219839
1,32,7,342,512,171,2413;2359;2360;2415;2416;2418,221.540,223.454,1.914,506.302,506.337,0.035,-1.754881,-1.755265,-0.000384,1.276588,-0.000040,-1.276628,2.293577,-0.000006,-2.293584,0.032114,0.000000,-0.032114,0.983,69.226,29.572,0.181812,352,66.282,3.944,-0.025447,0.181812,0.048451,342,0.181812,1.388687
1,33,1,245,488,244,2485;2484;2474;2473;2442;2443,195.000,205.433,10.433,489.997,494.894,4.897,0.000000,0.412559,0.412559,0.117490,-0.076434,-0.193925,2.527637,-0.044427,-2.572064,0.108813,-0.002925,-0.111738,0.423,32.189,27.247,1.870305,253,6.082,11.729,0.025145,-1.870305,0.108813,245,1.870305,8.087573
1,34,1,241,242,2,2557;2558;2559;2560;2561,195.000,195.185,0.185,486.096,485.778,-0.318,0.000000,0.040762,0.040762,0.727909,1.331833,0.603924,0.031070,0.101785,0.070714,0.160464,0.129203,-0.031261,17.067,20.000,11.069,0.727909,241,20.000,10.145,-11.052378,-0.727909,0.160464,241,0.727909,1.331833
1,34,2,261,504,244,2553;2526,201.304,208.013,6.709,489.516,491.566,2.050,0.634369,0.800962,0.166594,1.381754,-0.173296,-1.555050,1.144140,-0.038396,-1.182535,0.117066,-0.002595,-0.119661,0.776,38.415,20.717,0.275998,262,1.230,9.970,-0.021149,-0.275998,0.051122,272,0.275998,5.080046
1,35,1,247,248,2,2600;2601,195.000,194.815,-0.185,503.760,503.327,-0.433,0.000000,-0.010427,-0.010427,-0.729489,-0.724807,0.004682,-0.014726,0.056164,0.070890,-0.041049,-0.040919,0.000129,5.010,14.000,8.968,0.729489,247,14.000,6.288,-11.267186,0.729489,0.041049,247,0.729489,0.734171
1,35,2,254,488,235,2601;2600;2599;2589;2595,193.763,190.238,-3.525,503.743,504.492,0.749,-0.069810,-0.281069,-0.211259,-0.708815,-0.143836,0.564980,0.308087,-0.254728,-0.562815,-0.041011,-0.008701,0.032310,0.182,29.396,29.413,0.268859,274,29.396,14.876,-0.722814,-0.268859,0.016357,274,0.268859,1.913912
