run,piece,event_index,start_substep,end_substep,duration_substeps,part_ids,start_x,end_x,delta_x,start_y,end_y,delta_y,start_angle,end_angle,delta_angle,start_vx,end_vx,delta_vx,start_vy,end_vy,delta_vy,start_angular_velocity,end_angular_velocity,delta_angular_velocity,min_contact_width_px,max_contact_width_px,max_contact_offset_px,max_abs_delta_vx,max_delta_vx_substep,max_delta_vx_width_px,max_delta_vx_offset_px,max_delta_vn,max_delta_vt,max_abs_delta_angular,max_delta_angular_substep,max_abs_delta_vt,sum_abs_delta_vx
1,1,1,240,242,3,86;87;88;89;90,195.000,196.101,1.101,474.051,472.673,-1.378,0.000000,-0.066083,-0.066083,1.704205,2.441086,0.736881,-0.060960,-0.194829,-0.133870,-0.075331,-0.162872,-0.087541,1.064,11.000,2.376,2.630565,241,3.038,0.100,-0.266683,-2.630565,0.184812,241,2.630565,4.524250
1,1,2,279,282,4,27;29;30;32,217.153,218.154,1.001,481.331,480.812,-0.518,-1.470682,-1.483934,-0.013252,1.673580,0.856906,-0.816673,-0.423622,-0.207091,0.216531,-0.034843,0.009803,0.044646,0.996,5.075,16.337,0.458694,279,5.075,16.143,-2.596143,0.458694,0.107425,279,0.458694,1.275368
1,1,3,291,480,190,30;86,220.034,238.552,18.518,481.129,491.794,10.665,-1.462429,-1.007511,0.454918,0.796991,-0.000000,-0.796991,0.254306,0.000000,-0.254306,0.018352,-0.000000,-0.018352,0.846,68.796,36.197,0.181995,348,68.796,2.483,-0.054360,0.181995,0.050046,347,0.181995,2.664007
1,2,1,239,241,3,174;175,195.000,195.370,0.370,476.914,476.311,-0.603,0.000000,-0.053098,-0.053098,0.509844,0.976987,0.467143,-0.210379,-0.216588,-0.006209,-0.063461,-0.151423,-0.087962,3.016,6.000,1.249,0.976987,241,3.049,1.249,-0.216588,-0.976987,0.151423,241,0.976987,1.923939
1,2,2,286,480,195,137;138;139;140;142;144;94,205.451,191.926,-13.525,490.512,492.874,2.362,-1.615526,-2.020612,-0.405085,-0.089476,-0.010583,0.078893,-0.000061,0.007590,0.007651,-0.014180,-0.001310,0.012870,0.895,39.810,26.277,0.917850,286,5.994,2.978,-2.633348,0.917850,0.114209,286,0.917850,4.624505
1,3,1,244,246,3,263;264;265;266,195.000,194.959,-0.041,488.971,488.058,-0.913,0.000000,-0.026333,-0.026333,0.064825,-0.391109,-0.455934,-0.376550,-0.232279,0.144271,-0.063175,-0.027694,0.035481,7.024,60.000,16.670,0.291010,245,8.031,15.828,-0.304276,0.291010,0.063175,244,0.291010,0.520759
1,3,2,251,484,234,263;266,194.466,194.439,-0.027,487.351,488.224,0.874,-0.061240,-0.038232,0.023008,-0.351903,-0.000000,0.351902,-0.161714,-0.000003,0.161711,-0.010205,0.000000,0.010205,6.037,59.072,35.369,0.071522,276,59.071,8.973,-0.029719,0.071522,0.017068,251,0.071522,1.018653
1,4,1,238,480,243,322;321;311;281;283,195.000,236.006,41.006,476.030,498.873,22.842,0.000000,1.079281,1.079281,0.149516,0.000000,-0.149516,-0.044619,0.000000,0.044619,0.078756,-0.000000,-0.078756,0.510,64.411,37.145,0.305836,392,15.646,30.209,-0.382058,-0.305836,0.094219,393,0.305836,5.216905
1,5,1,239,240,2,407;408,195.000,194.944,-0.056,480.884,480.770,-0.115,0.000000,-0.062730,-0.062730,-0.234650,-0.345574,-0.110924,1.215907,1.278196,0.062289,-0.262319,-0.244069,0.018251,5.053,9.000,9.876,0.234650,239,9.000,8.374,-9.813718,0.234650,0.262319,239,0.234650,0.345574
1,5,2,250,250,1,399,194.091,194.091,0.000,484.837,484.837,0.000,-0.665139,-0.665139,0.000000,-0.493959,-0.493959,0.000000,0.056973,0.056973,0.000000,-0.210569,-0.210569,0.000000,2.978,2.978,1.138,0.160026,250,2.978,1.138,-1.801960,0.160026,0.025278,250,0.160026,0.160026
1,5,3,282,480,199,327;328;329;330;331;332;333;356;357;358,190.370,195.823,5.453,493.388,499.132,5.744,-2.251245,-1.989960,0.261286,0.112580,-0.000000,-0.112580,0.088396,0.000000,-0.088396,-0.000307,-0.000000,0.000307,0.000,40.309,26.223,0.552199,282,7.809,24.723,-1.999513,-0.552199,0.187097,282,0.552199,3.398370
